name,category,tier,deadline,eligibility,cost,aid,notes,url,source
SAT,exams,🟢 Watch List,TBD,No grade requirement; typically taken junior/senior year,$60,Unlimited fee waivers for eligible low-income students (also unlocks college application fee waivers),"Upcoming dates: Aug 23 2025, Oct 4 2025, Nov 1 2025, Dec 6 2025, Mar 14 2026, May 2 2026, Jun 6 2026. Late reg: +$35. Change fee: $25. Digital format. Register at sat.org.; deadline may have passed",https://satsuite.collegeboard.org/sat/dates-deadlines,College Board
ACT,exams,🟢 Watch List,TBD,No grade requirement; typically taken junior/senior year,"$68 (no writing), $93 (with writing)","Fee waivers available for qualifying low-income juniors/seniors (up to 4 waivers, includes free score reports)","Upcoming dates: Sep 13 2025, Oct 25 2025, Dec 13 2025, Feb 7 2026, Apr 4 2026, Jun 13 2026, Jul 11 2026. Late reg: +$38. Photo upload required during registration.; deadline may have passed",https://www.act.org,ACT.org
AP Exams,exams,🟢 Watch List,TBD,Enrolled in corresponding AP course (or self-study with school approval),$99 per exam ($63 reduced for fee-eligible students),$36 reduction per exam for students with financial need (free/reduced lunch qualifiers),"Administered May 4-8 (Week 1) and May 11-15 (Week 2) 2026. Late testing May 19-23. School coordinator deadline: Nov 15 2025 for full-year/fall courses, Mar 13 2026 for spring courses. Late order fee: +$47. Digital-first format for most exams.; repeats annually, check for 2027 dates",https://apcentral.collegeboard.org/exam-administration-ordering-scores/exam-dates,College Board AP Central
CLT (Classic Learning Test),exams,🟢 Watch List,TBD,No strict age/grade restriction; designed for high school students (CLT10 for 10th grade),$59,Fee waivers available for eligible students,"2026 dates: Feb 7 (deadline Jan 16), Apr 18 (deadline Mar 27), May 30 (deadline May 8), Sep 12, Oct 17, Dec 5. Late reg closes ~10 days before test (+fee). Register at cltexam.com. CLT10 separate schedule for 10th graders.; deadline may have passed",https://www.cltexam.com,CLT Exam
CLT10,exams,🟢 Watch List,TBD,Primarily 10th grade (may be taken by 8th-9th graders for benchmarking),$35-$60 (varies by supplement options),Fee waivers available,"Typically offered in fall (Oct/Nov), winter (Feb/Mar), and spring (Apr/May). Official 2025-26 dates announced late summer 2025 by CLT.; deadline may have passed",https://www.cltexam.com/clt-10,CLT Exam
2026 Junior Olympic & Cadet National Championships (JO Nationals),fencing,🟢 Watch List,TBD,"Junior (born 2007-2012 for 2025-26 season), Cadet (born 2010-2013); US citizen or US resident with USA Fencing competitive membership","$225 one event, $320 two events, $190 team event; late fee $675/$960/$570",Unknown — check USA Fencing for need-based assistance or club sponsorship,"Dates Jan 9-12, 2026 in Kansas City MO (NOT Bristol CT as earlier rumored). Registration opens Sep 24, 2025. Regular fee deadline Nov 5, 2025. Withdrawal for 50% refund by Dec 19, 2025.; repeats annually, check for 2027 dates",https://www.usafencing.org/2026-junior-olympics,USA Fencing
2026 July Challenge / Summer National Championships,fencing,🔴 Action This Week,2026-05-01,"Junior (U20), Cadet (U17); USA Fencing competitive membership required; varying qualification pathways","~$65-85 early reg (member), $95-130 regular, $140-190+ late per event; USA Fencing competitive membership ~$100/yr required",Unknown — check USA Fencing for scholarship programs,Dallas TX at Kay Bailey Hutchison Convention Center. Junior/Cadet events: Jul 2-5 (Group 1) and Jul 5-8 (Group 2). Registration typically opens Jan-Feb 2026. Book travel early for Dallas.,https://www.usafencing.org/2026-national-championships-july-challenge,USA Fencing
NAC 1 — Kansas City NAC (Oct 2025),fencing,🟢 Watch List,TBD,"Junior, Cadet, Y10-14; USA Fencing competitive membership required",$155 flat fee covers all individual events at this NAC; plus ~$100/yr USA Fencing competitive membership,Unknown,"Kansas City Convention Center, MO. Oct 10-13, 2025. New flat-fee pricing: $155 covers 1 or 2 individual events. Late fee +$50.; repeats annually, check for 2027 dates",https://www.usafencing.org/calendar,USA Fencing
CT Division Qualifiers — Summer Nationals Qualifying Events,fencing,🟢 Watch List,TBD,CT residents or CT Division USA Fencing members; age divisions as per USA Fencing,~$30-50 per event; plus $10 non-member fee or USA Fencing membership,Unknown,Divisional qualifiers typically held Mar-May. Check AskFRED and ctfencing.com for specific dates. Dragon Fencing Center (Glastonbury) and FAOS (Wallingford) are primary hosts.; deadline may have passed,https://www.ctfencing.com,CT Division USA Fencing
New England Division JO Qualifiers,fencing,🟢 Watch List,TBD,New England Division USA Fencing members; Junior/Cadet age groups,~$30-50 per event,Unknown,"Typically held Dec-Jan timeframe for Feb JO Nationals. Check newenglandfencing.org and AskFRED for specific dates. CT fencers near the MA border may find closer venues through NED.; repeats annually, check for 2027 dates",https://www.newenglandfencing.org,New England Division USA Fencing
Dynamic Fencing Camp at Yale University,fencing,🔴 Action This Week,2026-05-01,"Ages 10-18, competitive experience recommended","~$1,200-1,600 per session (day vs overnight)",Unknown — check with camp director for potential scholarships,CT-based at Yale (New Haven). Two sessions: late Jun and early Jul. Registration opens Jan 2026. One of the most prestigious fencing camps in New England. Check website for 2026 specific dates.,https://dynamicfencingcamp.com,Dynamic Fencing Camp
Fencing Academy of Connecticut (FAC) — Summer Elite Camp,fencing,🔴 Action This Week,2026-05-15,"Competitive youth fencers, all weapons",~$500-800 per week (day camp estimate),Unknown — contact FAC directly,Danbury CT. Camp dates typically posted early spring. Known for producing NCAA fencers. Good option for CT-based fencers who want to train locally.,https://fencingacademyofct.com,Fencing Academy of Connecticut
Boston Fencing Club — Summer High Performance Camp,fencing,🟢 Watch List,TBD,"Competitive fencers, typically ages 12+","~$600-1,200 per week (day); $1,500+ overnight",Unknown — contact BFC directly,Woburn MA (Boston area). Camp dates announced Nov-Dec prior summer. One of the most elite programs in New England. Reachable drive from northern CT.; deadline may have passed,https://bostonfencingclub.com,Boston Fencing Club
CIAC Connecticut High School Fencing State Championships,fencing,🟢 Watch List,2027-03-01,CT high school students (grades 9-12) at CIAC member schools,Varies by school — typically covered by school athletic participation fee,Through school athletic programs,Season typically Feb-May. State championships usually early May. Check with your high school's athletic department about team availability. Not all CT high schools have fencing teams.,https://ciac.org/fencing/,CIAC
Regeneron Science Talent Search (STS),general_competitions,🟢 Watch List,2026-11-12,"High school senior (final year); U.S. citizen, permanent resident, or living in U.S./territory (U.S. citizens abroad eligible); at least 13 yrs old by deadline; cannot have previously won top 40 awards",25,yes,"Significant research project required — essay, research report, transcripts, 2 recommendations. Most competitive science competition for high schoolers. Strong fit for biology interest.",https://www.societyforscience.org/regeneron-sts/,societyforscience.org
National Merit Scholarship Program,general_competitions,🟢 Watch List,TBD,Must take PSAT/NMSQT in October of junior year (fall 2025 for class of 2027); U.S. citizen or lawful permanent resident; enrolled as high school student planning full-time college enrollment,0,no,"Rising junior must take PSAT/NMSQT in October 2025. Critical to prepare. Some corporate/college-sponsored awards have additional criteria. No longer requires SAT/ACT confirmation for Finalist standing (class of 2026+).; repeats annually, check for 2027 dates",https://www.nationalmerit.org/s/1758/interior.aspx?sid=1758&gid=2&pgid=424,nationalmerit.org
Coca-Cola Scholars Program,general_competitions,🟢 Watch List,2026-09-30,"Current high school senior graduating in current academic year; U.S. citizen, national, permanent resident, refugee, asylee, Cuban-Haitian entrant, or humanitarian parolee; minimum 3.0 GPA; attending school in 50 states, D.C., Puerto Rico, or select DoD schools",0,no,"107,000 applicants for 150 spots in 2026 cycle — extremely competitive. Phase 1 evaluates activities, leadership, service. Application opens August of senior year. Rising junior would apply in fall 2026 as senior.",https://www.coca-colascholarsfoundation.org/apply/,coca-colascholarsfoundation.org
National High School Mock Trial Championship (NHSMTC) 2027 – St. Louis,law_civics,🟢 Watch List,2027-02-01,"Must win state-level mock trial championship. Teams of 6-9 students, grades 9-12. One team per state.",900,Limited need-based; varies by state program,"2027 dates: May 13-16, 2027 in St. Louis, MO. Team registration fee ~$600-$1,200 depending on timing. Travel/lodging extra (~$1,000-2,000 total per student). CT hosts in 2026 (Hartford) but that is likely past for current 10th grader targeting rising junior summer. CT team typically requires tryout at school level.",https://www.nationalmocktrial.org/,https://www.nationalmocktrial.org/
Connecticut Bar Association High School Mock Trial Program (2025-2026 Season),law_civics,🟢 Watch List,TBD,Any CT high school (grades 9-12) may register a team. Requires teacher/attorney coach.,200,none,"Registration typically opens Sep 2025, closes Oct/Nov 2025. Team fee ~$150-$250. Case materials released in fall. Regionals Jan/Feb 2026, state finals Mar/Apr 2026. Winner goes to NHSMTC. Email: lre@ctbar.org.; repeats annually, check for 2027 dates",https://www.ctbar.org/for-the-public/law-related-education/mock-trial,https://www.ctbar.org/for-the-public/law-related-education/mock-trial
National High School Moot Court Competition (Harlan Institute) 2025-2026,law_civics,🟢 Watch List,TBD,"Any US high school student, grades 9-12. Teams of 2-3 from same school. Must provide one judge (lawyer, judge, or law student) per team.",195,none specified,"Registration closes Nov 5, 2025. Fee $195/team. Case: Standard Oil Co. v. United States (1911) — antitrust. Qualifying rounds online Jan/Feb 2026. National Championship in person at SCOTUS. $15,000 total prize pool. Registration via TruCo. Verify Harlan Institute is still active.; repeats annually, check for 2027 dates",https://harlaninstitute.org/national-high-school-moot-court-competition/,https://harlaninstitute.org/national-high-school-moot-court-competition/
We the People: The Citizen and the Constitution National Finals,law_civics,🟢 Watch List,TBD,Must be enrolled in a high school class using the We the People curriculum. School-based program; must compete through your school's team.,1000,Limited need-based aid from Center for Civic Education,"National finals late April in Leesburg, VA/Washington DC area. State competition serves as qualifier (typically winter). Total cost ~$700-$1,200 per student including travel/lodging. Registration fee ~$250-$300 per team. Check if your high school participates or can start the program.; repeats annually, check for 2027 dates",https://www.civiced.org/programs/we-the-people,https://www.civiced.org/programs/we-the-people
First Amendment National Student Competition (National Constitution Center),law_civics,🟢 Watch List,TBD,"High school students, grades 9-12, US-based.",0,n/a — free to enter,Annual competition. Exact 2026 dates TBD — typically spring semester. Students analyze First Amendment scenarios and compete in moot-court format. Free to enter. Prize details TBD. Check NCC website in Fall 2025 for 2026 details.; deadline may have passed,https://constitutioncenter.org/education/first-amendment-national-student-competition,https://constitutioncenter.org/education/first-amendment-national-student-competition
Harvard Model Congress 2026,law_civics,🟢 Watch List,TBD,High school students (grades 9-12). Registration through school advisor/teacher.,200,none specified,"Conference dates: Feb 19-22, 2026 in Boston, MA. $200/student registration fee + travel/hotel/meals (~$500-800 total). Hotel ~$200-250/night shared. Registration opens fall 2025, closes Dec 15, 2025.; repeats annually, check for 2027 dates",https://harvardmodelcongress.org/,https://harvardmodelcongress.org/
Yale Model Congress 2026,law_civics,🟢 Watch List,TBD,High school students (grades 9-12). Registration through school advisor.,100,Limited need-based available,"Conference dates: Feb 6-8, 2026 in New Haven, CT. Registration fee ~$35-50/student. Convenient location for CT resident — minimal travel costs. Budget ~$200-300 total. Registration typically opens fall 2025.; repeats annually, check for 2027 dates",https://yalemodelcongress.org/,https://yalemodelcongress.org/
YMCA Youth & Government National Conference 2026,law_civics,🟢 Watch List,TBD,High school students active in state YMCA Youth & Government program. Must be selected by state delegation.,1200,State YMCAs may offer scholarships and fundraising support,"Conference dates: Jun 28 - Jul 3, 2026 in Washington, DC. Total cost ~$600-$1,500 depending on state delegation. Registration fee ~$400-700 + travel. Early bird discounts available. Must join and succeed in state-level YG program first.; deadline may have passed",https://www.ymcayg.org/national-conference,https://www.ymcayg.org/national-conference
NSDA National Speech & Debate Tournament 2026,law_civics,🟢 Watch List,TBD,NSDA member in good standing. Must qualify through official NSDA District Tournament (Jan-Mar 2026). Grades 9-12.,210,Limited need-based aid from NSDA,"Tournament dates: Jun 14-19, 2026 in Albuquerque, NM. Registration fee per student ~$135 (2nd+ student; first is free) + $75/school fee. Travel/lodging additional (~$1,000-2,000 total). Registration opens Mar 2026. District tournaments held Jan-Mar 2026.; deadline may have passed",https://www.speechanddebate.org/national-tournament/,https://www.speechanddebate.org/national-tournament/
Georgetown Law Summer High School Program 2026,law_civics,🟢 Watch List,TBD,Current high school students (typically rising juniors and seniors). Strong academic record.,5500,Limited need-based scholarships available,"2025 cost was $5,299; estimated ~$5,500 for 2026. Two-week residential program in Washington DC. Includes tuition, housing, meals. Financial aid available but limited. Application typically opens Nov/Dec 2025. Multiple sessions Jun-Aug 2026. Email: highschool@law.georgetown.edu.; repeats annually, check for 2027 dates",https://www.law.georgetown.edu/pre-college/,https://www.law.georgetown.edu/pre-college/
Civics 101 Podcast Challenge (NHPR/National Constitution Center),law_civics,🟢 Watch List,TBD,"High school students, grades 9-12, US-based. Individuals or teams.",0,n/a — free to enter,Free to enter. Students create a short podcast on a civics topic. Prizes include podcast features and cash. Exact 2026 dates TBD — check website in fall 2025. Good low-barrier option to build a resume entry in law/civics.; deadline may have passed,https://civics101challenge.nhpr.org/,https://civics101challenge.nhpr.org/
Empire Mock Trial National High School Invitational 2026,law_civics,🟢 Watch List,TBD,High school mock trial teams. Any registered high school team can register (no state qualification needed).,400,none specified,"Estimated $300-$500 per team registration. Late Feb/early Mar 2026 in NYC. Teams must have coach/chaperone. Travel/lodging for CT team minimal (NYC Metro-North accessible from CT). Registration opens fall 2025.; repeats annually, check for 2027 dates",https://www.empiremocktrial.org/,https://www.empiremocktrial.org/
"National Merit $2,500 Scholarship",scholarships,🟢 Watch List,PSAT/NMSQT: October of junior year (taken). Semifinalist applications due early October of senior year. Winners announced spring of senior year.,"US citizen or permanent resident. High school student (grades 9-12) who took PSAT/NMSQT in the specified year. Must become a Semifinalist (top ~1% per state based on Selection Index), then advance to Finalist.",free,2500,"National Merit Program also offers corporate-sponsored scholarships (via 200+ sponsors like Boeing, Chevron, 3M) and college-sponsored scholarships (e.g., full tuition at UAlabama, UT Dallas for NMF). No income cap. No separate application beyond NMSC process.",https://www.nationalmerit.org,nationalmerit.org
GE-Reagan Foundation Scholarship Program,scholarships,🟢 Watch List,"Application opens fall of senior year, closes in January. For Class of 2027, expect deadline Jan 2027.","US high school seniors. Demonstrate leadership, drive, integrity, and citizenship. Minimum 3.0 GPA unweighted. No income requirement.",free,40000,"Renewable for up to 4 years ($2,500/year) for a total of $10,000 per multiple sources. Some sources cite up to $40,000 total/$10,000 per year.",https://www.reaganfoundation.org/scholarships,reaganfoundation.org
Coolidge Scholarship,scholarships,🟢 Watch List,"Application opens November of junior year, deadline late January of junior year. For Class of 2027, apply Nov 2026- Jan 2027.","Current high school juniors only (must apply during junior year). US citizens or legal permanent residents. Distinguished academic record with most rigorous coursework available. Not open to seniors, early graduates, or gap year students.",free,full_ride,Awarded by Calvin Coolidge Presidential Foundation. Covers any accredited US college/university. No income or need component. Extremely selective. Only current juniors eligible -- this is a critical timing opportunity.,https://coolidgescholars.org,coolidgescholars.org
Regeneron International Science and Engineering Fair (ISEF),scholarships,🟢 Watch List,Varies by affiliated fair. Most regional/state fairs Jan-Mar. ISEF final held May. Competition is for current high school students. Must qualify through an affiliated science fair.,"High school student (grades 9-12). Must win at an affiliated regional/state science fair to advance. Projects in 21 categories including biology-related categories (Biochemistry, Cellular & Molecular Biology, Biomedical Engineering, etc.).",free (may require affiliate fair entry fees),75000|5000|various,"Nearly $9M total awards. Top prize $75,000. Category winners $5,000. Also Special Awards from various organizations. No income requirement. Merit-based on research project quality. Accessible through school or regional fair affiliation.",https://www.societyforscience.org/isef/,societyforscience.org
Burger King Scholars Program,scholarships,🟢 Watch List,"Applications open Oct 15, close mid-January of senior year. For Class of 2027, expect Oct 2026 - Jan 2027 deadline.","High school seniors ages 16+. US residents. Based on academic achievement, community service, and work experience (if applicable). No financial need required. BK employees/dependents also eligible.",free,5000,"Administered by Scholarship America. Awards range $1,000 - $5,000. No income requirement. Simple application. Merit-based. Non-employees can apply.",https://scholarshipamerica.org/burger-king-scholars/,scholarshipamerica.org
TiE Global Scholarship Program,scholarships,🟢 Watch List,"Applications typically open January and close March-April. For 2025-2026 cycle, deadlines were around Mar-Apr 2026. Check TiE Global and local chapters.","Indian American high school students. US citizenship or permanent residency implied. Academic excellence, leadership, community service considered. No income cap stated.",free,10000,"Since 2008, TiE chapters have awarded over $2M. Apply to both TiE Global and local chapter (TiE Connecticut or nearby chapters if applicable). No income cap. Merit-based.",https://tie.org/scholarships-awards/,tie.org
Dr. A.P.J. Abdul Kalam International Scholarship,scholarships,🟢 Watch List,March 15 (annual). Check official site for 2026-2027 cycle.,US high school students of Indian origin. Must demonstrate academic merit. US citizen or resident.,free,1000,"One-time $1,000 award. Named after former Indian President and scientist Dr. A.P.J. Abdul Kalam. Merit-based. Requires proof of Indian heritage.",https://www.india-america-today.com/dr-a-p-j-abdul-kalam-international-scholarship,india-america-today.com
First Generation Indian American Scholarship (FirstGenn),scholarships,🟢 Watch List,Check firstgenn.org for 2026-2027 cycle (typically spring deadline).,First-generation Indian American students (neither parent completed a 4-year US college degree). US citizenship or permanent residence. Merit-based with community involvement focus.,free,1000,Smaller award but very targeted. High match probability for qualified Indian American students of immigrants. Merit and community involvement based. Site may have intermittent availability.,https://www.firstgenn.org/scholarship,firstgenn.org
Siksha Foundation Scholarship,scholarships,🟢 Watch List,Previous cycle deadline was November 15. 2026-2027 details not yet published. Check official site for updates.,"Indian American high school students. Academic achievement, community involvement, demonstrated connection to Indian heritage.",free,1000,"$1,000 one-time award. Heritage/merit-based. No income requirement. Check official Siksha Foundation website for updates on 2026-2027 cycle.",,sikshafoundation.org
USA Biology Olympiad (USABO) 2025-2026,science_math,🟢 Watch List,TBD,"High school students (grades 9-12), U.S. citizens or permanent residents. Registration through school teacher/coordinator.",0,1700,"Top 20 students attend National Finals. Top 4 form U.S. IBO team. Highly recommended for biology-focused students. Curriculum based on Campbell Biology.; repeats annually, check for 2027 dates",https://www.usabo-trc.org/,Center for Excellence in Education / usabo-trc.org
AMC 10/12 (American Mathematics Competitions) 2025-2026,science_math,🟢 Watch List,2026-10-20,AMC 10: students in grade 10 or below. AMC 12: students in grade 12 or below. Registration through school.,0,0,"AIME qualification from AMC 10/12 scores. AIME I: Feb 10, 2026; AIME II: Feb 18, 2026. Rising 11th grader should take AMC 12. No cost to student.",https://maa.org/student-programs/amc,Mathematical Association of America / maa.org
Science Olympiad Division C (High School) 2025-2026,science_math,🟢 Watch List,TBD,High school students (grades 9-12). Must participate through a school team. Team registration through CT Science Olympiad.,140,0,"School must form a team of up to 15 students. CT allocation: typically 1-2 teams to nationals. Strong biology events include Anatomy & Physiology, Disease Detectives, Protein Modeling.; repeats annually, check for 2027 dates",https://www.soinc.org,Science Olympiad / soinc.org
Junior Science and Humanities Symposium (JSHS) - Connecticut Region 2026,science_math,🟢 Watch List,TBD,"High school students in grades 9-12, U.S. citizens or permanent residents. Must submit original STEM research.",0,0,"Requires 250-word abstract + 4,000-6,000 word research paper. Top 5 in each region advance to nationals. Scholarships awarded to winners.; repeats annually, check for 2027 dates",https://jshs.stemcollaboratory.uconn.edu/,UConn STEM Collaboratory / U.S. Department of Army
Conrad Challenge 2025-2026,science_math,🟢 Watch List,TBD,High school students (ages 13-18) worldwide. Teams of 2-5 students + a teacher/mentor.,0,0,"Prizes include seed funding, internships, and patent assistance. Strong fit for biology-themed projects in Health & Nutrition category.; repeats annually, check for 2027 dates",https://www.conradchallenge.org,Conrad Foundation / conradchallenge.org
BioGENEius Challenge 2026,science_math,🟢 Watch List,TBD,High school students (grades 9-12). U.S. and international students eligible.,0,0,"Submit a research poster and executive summary. Semi-finalists interviewed by industry scientists. Internships and cash prizes for winners. Excellent fit for biology-focused student.; repeats annually, check for 2027 dates",https://biogeneiuschallenge.org/,Biotechnology Institute / biotechinstitute.org
MIT THINK Scholars Program 2026,science_math,🟢 Watch List,TBD,U.S. high school students (grades 9-12). Open to individual or team applications.,0,1000,"Applicants submit a detailed project proposal. Projects must be innovative and feasible. Strong fit for biology/STEM research projects.; repeats annually, check for 2027 dates",https://think.mit.edu/,MIT / think.mit.edu
National Science Bowl (NSB) 2025-2026,science_math,🟢 Watch List,TBD,High school students (grades 9-12). Must participate through a school team (4-5 students).,0,0,"Each school may register one team. Strong biology component. CT regionals typically held at a local university. All-expenses-paid trip to nationals for winning teams.; repeats annually, check for 2027 dates",https://science.osti.gov/wdts/nsb,U.S. Department of Energy / science.osti.gov
American Junior Academy of Sciences (AJAS) 2026,science_math,🟢 Watch List,TBD,High school students (grades 9-12) nominated by their state's Academy of Science or Junior Academy. Must submit original research abstract.,0,0,"Must be member of state Junior Academy. Poster presentation at AAAS Annual Meeting. Publication in AJAS Journal. Networking with AAAS fellows.; repeats annually, check for 2027 dates",https://www.americanjunioracademyofsciences.org,American Junior Academy of Sciences / americanjunioracademyofsciences.org
iGEM High School Division 2026,science_math,🟢 Watch List,TBD,High school students (typically grades 9-12). Teams of 8-15 students with a teacher/instructor. Open to U.S. and international.,4500,1000,Requires wet-lab work and a team. Significant time commitment (6+ months). Expensive but transformative for biology-focused students. Need to find/start a team at school.; deadline may have passed,https://competition.igem.org,iGEM Foundation / competition.igem.org
National Youth Science Camp (NYSC) 2026,science_math,🟢 Watch List,TBD,Current high school juniors only (graduating 2027). U.S. citizens or permanent residents. Selected by state Department of Education.,0,0,Highly competitive (~2 per state). Excellent enrichment for science-interested students. Features lectures from leading scientists and research projects.; deadline may have passed,https://nysc.nysf.com,National Youth Science Foundation / nysc.nysf.com
Jackson Laboratory Summer Student Program - Connecticut 2026,science_math,🟢 Watch List,TBD,High school students entering junior or senior year. Must be at least 16 years old.,0,0,"Lab work, lectures, and capstone research project in genetics/genomics. Located in Farmington, CT - local option. Also offers 10-week Bar Harbor, ME program (deadline Feb 6, 2026).; repeats annually, check for 2027 dates",https://www.jax.org/education-and-learning/high-school-students-and-teachers,The Jackson Laboratory / jax.org
