name,category,tier,deadline,eligibility,cost,aid,notes,url,source
AP Exams — May 2027 (junior-year APs),exams,🟢 Watch List,"School-set registration ~Oct 31, 2026; CB final ordering 2026-11-13 (spring-start courses 2027-03-12); payment to school by school deadline",High school students enrolled in AP courses or school-approved self-study,$99 per exam in the US (schools may add admin fee); late order +$40; unused/canceled exam $40,College Board $37 fee reduction for income-eligible students ($53/exam) — NOT needed for this profile,"Watch same-block conflicts (e.g., Calc AB & BC share May 10 AM; US History May 7; Stats May 11; Chem May 6). New 2027 exams debut: AP Business with Personal Finance (May 4) and AP Cybersecurity (May 5). AP coordinators print tickets; no early testing permitted. Confirm exact start times with school (some locations changed for 2027).",https://apstudents.collegeboard.org/exam-dates,apstudents.collegeboard.org
CLT (Classic Learning Test) — 2026-27 monthly dates,exams,🟢 Watch List,"Rolling — ~1 week before each test date (e.g., 2026-10-08 for the Oct 17 test); accommodations 4 weeks before",CLT: 11th-12th graders; CLT10: 9th-10th graders,$112 remotely proctored (in-school pricing varies); CLT10 $69,"State-sponsored free testing exists in some states (AR, FL) — not applicable in CT and not needed for this profile",Results within 3 weeks (remote) / 1 week (in-school); free unlimited score sharing. No wrong-answer penalty; can retake monthly. 3 free full-length practice tests. Not accepted at Ivies/elite privates — verify each target college's policy before registering.,https://cltexam.com/tests/clt,cltexam.com
2026 October North American Cup (NAC) — Orlando,fencing,🔴 Action This Week,2026-09-02,"Cadet (born 2010-2013), Y14 (born 2012-2015), Division I; Junior NOT offered at this NAC",NAC event fee typically ~$60-$110 per event + USA Fencing membership/admin fees (2025-26 norm); verify on registration page,"GRACE program waives NAC entry/admin/event fees for qualifying families; Oct NAC GRACE deadline Aug 19, 2026 (apply via airtable link on event page)","URGENT: regular registration deadline Sep 2, 2026 (16 days from today). Orlando, FL — direct flight from CT. Cadet Team event also offered. 2026-27 event combos confirmed via usafencing.org/events-national and Jan 13, 2026 news release.",https://www.usafencing.org/2026-october-nac,usafencing.org
2026 November North American Cup (NAC) — Columbus,fencing,🟡 Prep Now,2026-09-23,"Junior (born 2007-2013), Cadet (born 2010-2013), Division I",NAC event fee typically ~$60-$110 per event + membership/admin fees; verify on registration page,"GRACE fee-waiver program; Nov NAC GRACE deadline Sep 2, 2026","URGENT: registration opens in 2 days (Aug 19); regular deadline Sep 23, 2026 (37 days). Columbus is drivable from CT (~10h) or quick flight. National points from this NAC count toward 2027 Junior Olympics qualification paths 1-2.",https://www.usafencing.org/2026-november-north-american-cup,usafencing.org
December 2026 Super Junior & Cadet Circuit (SJCC) — Milwaukee,fencing,🟡 Prep Now,2026-10-07,"Junior (born 2007-2013), Cadet (born 2010-2013)",SJCC event fee typically ~$60-$110 per event + membership/admin fees; verify on registration page,GRACE fee-waiver program applies to nationally sanctioned events (NAC-level); check event page for deadline,"Registration opens Aug 26, 2026; regular deadline Oct 7, 2026. Both Dec 2026 SJCC and earlier SJCCs count toward 2027 JO qualification (per official JO page). Milwaukee — flight from Hartford/Bradley.",https://www.usafencing.org/2026-december-sjcc,usafencing.org
2027 Junior Olympics & Para NAC — Oklahoma City,fencing,🟢 Watch List,2026-11-11,"Junior (born 2007-2013), Cadet (born 2010-2013). MUST qualify: top 3 or top 25% at CT Division JO qualifier, OR 120+ points from two best regional events, OR national points path","JO event fee + membership/admin fees (NAC-scale, ~$60-$110/event); travel/hotel in OKC",GRACE fee-waiver program (JO deadline TBD per official page); FastBreak.AI official hotel booking,"Key dates: reg opens Sep 30, 2026; regular fee deadline Nov 11, 2026; JO QUALIFICATION deadline Dec 9, 2026; 50% refund withdrawal Dec 16, 2026. Announced Jan 13, 2026 (usafencing.org news).",https://www.usafencing.org/2027-junior-olympics-january-nac,usafencing.org
February 2027 NAC,fencing,🟢 Watch List,TBD,"Junior (born 2007-2013), Division I; Cadet NOT offered at this NAC",NAC event fee typically ~$60-$110 per event + membership/admin fees,GRACE fee-waiver program (deadline TBD once reg opens),"Location announced as TBA on official events-national page (Feb 12-15, 2027). Registration typically opens ~6-8 weeks before event (est. Dec 2026-Jan 2027). Watch usafencing.org/events-national for the city announcement.",https://www.usafencing.org/2027-february-nac,usafencing.org
April 2027 NAC & Division I / Para National Championships — Cincinnati,fencing,🟢 Watch List,TBD,"Junior (born 2007-2013), Division I",NAC event fee typically ~$60-$110 per event + membership/admin fees,GRACE fee-waiver program (deadline TBD once reg opens),Dates confirmed on official events-national page. Registration typically opens ~6-8 weeks prior (est. Feb-Mar 2027). Cincinnati is drivable/flight from CT.,https://www.usafencing.org/2027-division-i-parafencing-national-championship-april-nac,usafencing.org
2027 Summer Nationals & July Challenge — Salt Lake City,fencing,🟢 Watch List,TBD,"Junior (born 2007-2013), Cadet (born 2010-2013), plus Y14/D2/D3 etc.",Nationals event fees + membership (2026 SN regular deadline was May 6 for July event; expect similar spring 2027 window),"GRACE fee-waiver program (deadline TBD); qualification required via points, regional results, or division qualifier (CT Division Summer Nationals Qualifier — see entry)","Dates confirmed on official events-national page (July 2-11, 2027, Salt Lake City). Qualification paths: national points, regional points, or CT Division Summer Nationals Qualifier (Mar 2027).",https://www.usafencing.org/2027-summer-nationals-july-challenge,usafencing.org
"Star Cup RYC/RJCC — Danvers, MA",fencing,🟢 Watch List,Aug 2026 (est.),"Y8-Y14 (born 2012-2018), Cadet (born 2010-2013), Junior (born 2007-2013)",Regional event fee typical ~$40-$75/event; register via member.usafencing.org,None noted (regional events are low-cost; some clubs offer scholarships),"Confirmed on official 2026-27 regional calendar (90 tournaments, Aug 22, 2026-May 9, 2027) and fencingcalendar.com. Registration via USA Fencing member portal; 2025 deadline was ~3 weeks before (Aug 18) so expect mid-Aug 2026 close.",https://www.usafencing.org/events-regional,usafencing.org
"Pizza RYC/RJCC — New Haven, CT",fencing,🟢 Watch List,2026-10-24,"Y10-Y14, Cadet (born 2010-2013), Junior (born 2007-2013)",Regional event fee typical ~$40-$75/event,None noted,"VERIFIED: AskFRED listing confirms Nov 14-15, 2026, standard registration closes Oct 24, 2026. Same venue (Floyd Little Athletic Center) as the Neil Lazar RYC/RJCC. Note: Neil Lazar was not on the published 2026-27 regional calendar — Pizza appears to be its New Haven replacement.",https://askfred.net/tournaments/2392d9f9-c682-43d7-ae05-094cd852965a,askfred.net
"Z1 RYC/RJCC — Newtown, CT",fencing,🟢 Watch List,Late Nov 2026 (est.),"Y8-Y14, Cadet (born 2010-2013), Junior (born 2007-2013)",Regional event fee typical ~$40-$75/event,None noted,"VERIFIED: fencingtracker event preview confirms 'Z1 RYC/RJCC Saturday, December 12, 2026, NYA Sports & Fitness, Newtown, CT'; also on official regional calendar + lilovfencing.com. Dec 19-20, 2026 Boston Fencing Club RYC/RJCC (Norton, MA) is another regional option that weekend.",https://fencingtracker.com/event/20479,fencingtracker.com
CT Division Junior Olympic Qualifiers (2027 JO),fencing,🟢 Watch List,TBD,CT Division USA Fencing members; Cadet (born 2010-2013) and Junior (born 2007-2013) events,$0 registration fee + $50 per event (2025-26 verified on AskFRED),None needed (lowest-cost qualifier available); CT Division membership required (~$10-30/yr + USA Fencing membership),"2026-27 date not yet posted (as of Aug 17, 2026) — expect Oct-Nov 2026 based on the 2025-26 cycle (Oct 25-26 Willimantic; Dec 21-22 Newtown) and MUST finish before the JO qualification deadline of Dec 9, 2026. Watch ctdivusfa.com and AskFRED.",https://ctdivusfa.com/events/connecticut-division-junior-olympic-qualifiers,ctdivusfa.com
CT Division Summer Nationals Qualifier,fencing,🟢 Watch List,TBD,CT Division members; Div 2/3 and Y14 events for Summer Nationals qualification,$50 registration (2025-26 verified); no event fee,None needed; low-cost local qualifier,"2026-27 date not yet posted; expected ~Mar 2027 based on prior cycle (Mar 28-29, 2026, Willimantic CT; registration window Dec-Mar). Watch ctdivusfa.com and AskFRED.; [DEAD: https://ctdivusfa.com/]",,ctdivusfa.com
Connecticut High School Fencing Association (CHSFA) Season & State Championships,fencing,🟢 Watch List,TBD,CT high school students (grades 9-12) whose school or club fields a CHSFA team,School/club-dependent (typically modest; many CT clubs offer HS programs),Usually included in school/club fees,"2026-27 season dates not yet published (as of Aug 17, 2026); typical cycle: practices start ~Dec 2026, individual state championships ~mid-Mar 2027. Check with the school's club/team and chsfa.org. Fencers can compete in both HS and USA Fencing events.",https://www.chsfa.org/,chsfa.org
"Candlewood Fencing Center Competitive Camps (Norwalk/Newtown, CT) — 2027 dates TBD",fencing,🟢 Watch List,TBD,"Competitive youth, Cadet, Junior, Senior fencers",Varies; fee-based camp (past pre-nationals camps ~$400-600/week range — confirm on club site),None noted,"2025-26 camp ran July 2026 (pre-Summer Nationals, Norwalk); 2027 dates TBD. Other NE options: Tim Morehouse Fencing (New Canaan CT location + NYC/Westchester, 25+ Ivy placements), Rockland Fencers Club sleep-away camp at Avon Old Farms School CT (Aug 2026; annual), Dynamo Fencing camps (Newton MA), Pioneer Valley Fencing Academy clinics (MA).",https://askfred.net/tournaments/e42f1690-b0a5-45b4-81a1-433a7fd44052.ics,askfred.net
Regeneron Science Talent Search (STS),general_competitions,🟢 Watch List,Nov 2027 (projected for 2028 cycle; current 2027-cycle deadline was 2026-11-05),"U.S. citizens or legal permanent residents in their final year of high school at a U.S. school (or eligible U.S. schools abroad). Only independent, individual research is eligible - no team projects. May not have entered any prior STS.",Free to apply,"$3.1M total annually; 1st place $250,000; all 300 Scholars receive awards (min $2,000); 40 finalists receive at least $25,000","~2,600 applicants -> 300 Scholars -> 40 finalists to Washington, D.C. finals week (public exhibition + judging). Requires research report, 3 recommendations (educator, project, high school report/transcript), essays, activities. Recommendations and transcripts due same deadline. 13 alumni have won Nobel Prizes. Research conducted alongside adult mentors in labs is permitted but individual contribution must be clear.",https://www.societyforscience.org/regeneron-sts/,societyforscience.org
U.S. Presidential Scholars Program (USPS),general_competitions,🟢 Watch List,"N/A for junior year (invitation only, senior year; candidacy materials mailed ~Jan-Mar 2028 for Class of 2028; test-score pool window for Class of 2028 runs Aug 2024 - Oct 2027)","Graduating seniors (Jan-Aug of the program year); U.S. citizens or legal permanent residents; general component: score exceptionally well on SAT or ACT within the 3-year window (Aug 2024 - Oct 2027 for Class of 2028) - auto-considered, plus CSSO nominations (up to 10 male/10 female per state); arts component via YoungArts finalists; CTE component via CSSO nomination. Application by invitation only - students cannot apply directly.",Free (no application; recognition program attendance in June),None - recognition only (Presidential medallion + national recognition program; no scholarship funds),"Up to 161 Scholars/year; one young man and one young woman per state (general component), plus at-large selections. ~500 semifinalists nationally. Test scores compared across SAT ERW+Math vs ACT English+Reading+Math (highest single administration). Students who opt out of score release to outside agencies are excluded - do NOT opt out. Arts path: be a YoungArts finalist. CTE path: state nomination. National recognition program in June.",https://ed.gov/programs/psp/,ed.gov
Regeneron International Science & Engineering Fair (ISEF),general_competitions,🟢 Watch List,"Varies by affiliate fair (typically Nov 2026 - Mar 2027 for regional/state qualification; ISEF finals May 8-14, 2027)",Students in grades 9-12 (typically ages 14-18); must be selected as a finalist by a Society-affiliated science fair - no direct application; international students eligible via their country's affiliated fair network.,Free at ISEF level (affiliated fair pays finalist registration); local fair entry fees vary (often $0-$50),"~$7-9M in total awards/prizes/scholarships; top Gordon E. Moore Award $75,000; many category and special awards (some scholarships tied to top universities)","170,000+ students participate in ~400 affiliated fairs worldwide; ~1,800 advance to finals. 22 subject categories. Finals week includes judging, public exhibition, and ~$9M in awards/scholarships including internships. Check the affiliated-fair network page for the fair serving your district and its exact deadlines - they vary by fair. Travel to Los Angeles required (May 2027).",https://www.societyforscience.org/isef/,societyforscience.org
Yale Model Congress (YMC),law_civics,🟢 Watch List,Oct 2026,"High school students, grades 9-12",School registration + delegate fees (per-school/team structure); financial aid available,Need-based financial aid (two application rounds each cycle),"2025 cycle timeline: registration opened Sep 9, delegate fees and committee preference forms due late Oct, bills due mid-Nov. Expect a similar Sep-Oct 2026 window for the Dec 2026 conference - register early in the fall.",https://yalemodelcongress.com,yalemodelcongress.com
Yale Invitational High School Tournament (34th Annual),law_civics,🟢 Watch List,Sep 2026,High school students (grades 9-12) registered through school teams on Tabroom.com,"Entry fees per event via Tabroom (nominal, per entry); travel/hotel if attending in person",Not specified,"34th annual edition confirmed for Oct 2-4, 2026 (per official YDA invitation). Register via Tabroom.com listing. YDA also hosts a free Osterweis Tournament exclusively for CT high schoolers each spring.",https://yaledebate.org/tournaments,yaledebate.org
Yale Debate Association (YDA) Summer Parliamentary Camp,law_civics,🟢 Watch List,TBD,High school students,TBD (not published for 2027),TBD,"2026 camp: virtual, Aug 7-9, 11am-4pm EST. YDA also hosts the free CT-only Osterweis Tournament and the Yale Summer Parliamentary Tournament (Aug 29-30, 2026).",https://yaledebate.org,yaledebate.org
Harvard Model Congress (HMC) - Boston,law_civics,🟢 Watch List,TBD,High school students (ages ~14-18),Delegate fee (school or individual registration); need-based scholarships,Scholarships/financial aid (HMC reports 250+ scholarships awarded),2027 conference (42nd year) in February 2027; registration typically opens in the fall of 2026. Individual delegates can register even without a school team.,https://harvardmodelcongress.org/boston,harvardmodelcongress.org
NSDA National Speech & Debate Tournament,law_civics,🟢 Watch List,Spring 2027 (district qualification Feb-Mar 2027),High school students at NSDA member schools; must qualify via NSDA district tournament (Merit degree or higher),NSDA school membership dues + district/entry fees + travel,Check NSDA for entry/travel assistance programs,"Qualification path: NSDA membership, district tournament qualification, and a Single Entry Letter of Intent (SELI). 2027 location and dates TBD (typically mid-June).",https://speechanddebate.org/nationals,speechanddebate.org
NAMC High School Moot Court (National Association of Moot Court),law_civics,🟢 Watch List,Nov 2026,High school students; teams of 2 competitors (plus alternates); independent teams allowed with an adult primary contact,$80-$150 per team (regionals vs nationals) + travel for in-person events,Financial aid available (email board@namcmootcourt.org; 2026 request deadline was early Nov),"2026 cycle: Wave 1 registration opened Nov 11, Wave 2 Dec 2; regionals Jan-Mar at Yale, UChicago, Duke, Georgetown, UC Berkeley, etc.; national championship April. Beginners' tournament available (New Haven virtual regional).",https://namcmootcourt.org,namcmootcourt.org
We the People: The Citizen and the Constitution,law_civics,🟢 Watch List,TBD,High school classes/teams (grades 9-12),Free via participating school (curriculum provided by the Center),N/A (school-based program),2026 CT state finals were Jan 24 at the Old State House (run with the Connecticut Democracy Center); 2026 national finals awards included a Connecticut (Staples HS) unit winner. Team registration happens via schools in the fall.,https://civiced.org/we-the-people,civiced.org
YMCA Youth and Government - Connecticut,law_civics,🟢 Watch List,TBD,Connecticut students in grades 9-12,~$50 registration fee (varies by local YMCA); scholarships/financial assistance available,Financial assistance available through local YMCAs,"Run by local YMCAs (Hartford, Greenwich, New Britain, etc.) with a statewide assembly; a separate middle school assembly exists for grades 6-8.",https://ymcayag.org/ct,ymcayag.org
American Legion High School Oratorical Contest ('A Constitutional Speech Contest'),law_civics,🟢 Watch List,TBD,"High school students (under age 20), U.S. citizens",Free,"Scholarships: national 1st $25,000, 2nd $22,500, 3rd $20,000; first/second-round contestants receive $2,000 each; state prizes vary","2026 national finals: 53 state champions competed May 16-17 at Hillsdale College. Connecticut registration materials (registration form, assigned topics) available at ctlegion.org/documents-and-forms.",https://www.legion.org/oratorical,legion.org
Bill of Rights Institute - Debating Matters: Transatlantic (DMTA),law_civics,🟢 Watch List,TBD,"Current grades 9-11, age 14+ by Nov 1, eligible to travel to the UK",TBD (verify current cycle; program costs generally covered for selected students),"TBD (program is scholarship-selected, not fee-based)","2026 cohort announced April 2026 (program Nov 11-15, 2026 in London). Next cycle: apply fall 2026-winter 2027, virtual qualifier in March 2027, travel November 2027.",http://billofrightsinstitute.org/debating-matters-transatlantic,billofrightsinstitute.org
NSLC Law & Advocacy (National Student Leadership Conference),law_civics,🟢 Watch List,TBD,Ages 14-18 and completed at least one year of high school,"~$3,000+ for 9 days (varies by location; tuition covers housing/meals/materials)",Limited scholarships; check NSLC,"Running since 1989; locations include Washington DC, New York, Los Angeles, Raleigh-Durham, etc.; rolling enrollment once dates post.",https://nslcleaders.org/youth-leadership-programs/law-advocacy,nslcleaders.org
Connecticut Debate Association (CDA),law_civics,🟢 Watch List,Rolling,Connecticut high school students via member schools,Free to attend (schools provide judges and transportation),N/A,"2025-26 season: scrimmage Sep 27, monthly tournaments Oct 18 - Mar 7, Osterweis at Yale Mar 1, State Finals Mar 28. 2026-27 schedule posts in September; per-tournament registration via Tabroom.",https://ctdebate.org,ctdebate.org
The Coolidge Scholarship,scholarships,🟢 Watch List,"TBD (2026-27 application opens September 2026; prior-cycle deadlines have ranged Dec-Feb, e.g., Dec 16, 2025 and Feb 23, 2027 - confirm on site)","US citizen or legal permanent resident; current high school junior planning first-time full-time college enrollment in fall 2028 (home-schooled students eligible); strong academics, leadership, civic responsibility",Free,"Full cost of attendance (tuition, fees, room, board, books) for 4 years at any accredited U.S. college/university","Opens ~Sept 2026 for the 2026-27 cycle. Multiple sources give different deadline estimates (Dec 2026 through Feb 2027), so check coolidgescholars.org directly. Very low award count (~3-4/year) - extremely selective; treat as a stretch application alongside National Merit.",https://coolidgescholars.org/,coolidgescholars.org
VFW Voice of Democracy Scholarship,scholarships,🟢 Watch List,2026-10-31 (entry must reach a local VFW Post by midnight; find a participating post early),"Students in grades 9-12 enrolled in a U.S. public, private, parochial, or home school (or dependents of U.S. military/civilian personnel overseas); lawful permanent resident or U.S. citizen status; must record an original 3-5 minute audio essay on the annual theme",Free,"$35,000 national first prize; additional national awards up to $21,000; each state winner at least $1,000 + Valley Forge trip","URGENT: entry due to local VFW Post by Oct 31, 2026 (44 days from today). Record a 3-5 min MP3 audio essay, typed essay, and entry form. Local posts may set earlier internal deadlines - contact a Connecticut VFW Post this week. Competition advances Post -> District -> State -> National.",https://www.vfw.org/VOD,vfw.org
Cameron Impact Scholarship,scholarships,🟢 Watch List,"2027-05-01 (Class of 2028 cycle; 2026 cycle for Class of 2027 closed May 1, 2026; only 3,000 applications accepted - can close early)","US citizen; minimum 3.7 unweighted GPA; current high school senior (Class of 2028 for the May 2027 cycle); proven extracurricular excellence, leadership, work ethic, and community service; ~25% of awards reserved for students planning public-service careers",Free,"Full tuition, fees, and books for 4 years at any accredited U.S. college/university","Requires online application, two letters of recommendation (one from school personnel), and a transcript (unofficial OK). Hard deadlines - no late transcripts or recommendations accepted. ~15 awards per year; highly competitive but the profile fits exactly.",https://bryancameroneducationfoundation.org/scholarship,bryancameroneducationfoundation.org
USA Biology Olympiad (USABO) - 2027 Cycle,science_math,🟢 Watch List,2026-10-30 (school registration); 2026-11-15 (student registration),Grades 9-12 at accredited US high schools (incl. homeschool via host school); US citizens or legal permanent residents required to advance past the Open Exam; must take exam at a registered school/test center,$125 per school registration (students typically free via school); no individual student fee,None,"Open Exam Feb 3, 2027; semifinalists (top ~10%) take Semifinal in March; top 20 go to National Finals. Prep: Campbell Biology, Molecular Biology of the Cell (older editions), practice papers. School must register and pay $125 by Oct 30, 2026; students register themselves (parents cannot) by Nov 15; schools willing to host outside students needed by Oct 20, 2026. 2026 season had ~14,000+ participants and high cutoff scores.",https://www.usabo-trc.org,usabo-trc.org
