name,category,tier,deadline,eligibility,cost,aid,notes,url,source
Digital SAT — 2026-2027 Test Dates,exams,🟢 Watch List,"See date-specific deadlines below. All deadlines at 11:59 p.m. ET.

• August 22, 2026 — Reg: Aug 7 | Late: Aug 11
• September 12, 2026 — Reg: Aug 28 | Late: Sep 1
• October 3, 2026 — Reg: Sep 18 | Late: Sep 22
• November 7, 2026 — Reg: Oct 23 | Late: Oct 27
• December 5, 2026 — Reg: Nov 20 | Late: Nov 24
• March 6, 2027 — Reg: Feb 19 | Late: Feb 23
• May 1, 2027 — Reg: Apr 16 | Late: Apr 20
• June 5, 2027 — Reg: May 21 | Late: May 25",No formal eligibility restrictions. Anyone can take the SAT. Recommended for 11th and 12th graders seeking college admission. The student is a rising 11th grader — ideal time to start.,$68 standard registration; $38 late registration fee (additional); $43 international processing fee (outside U.S.). Fee waivers cover full cost.,"Fee waivers available for eligible low-income students (juniors/seniors). Covers full registration, free score sends to colleges, and other benefits. Apply through school counselor.","Digital, adaptive format (2 hours 14 min). Register at College Board website. Scores sent to colleges electronically. Fee waivers also provide free SAT Question Bank and up to 8 free score reports. CT has many test centers.",https://satsuite.collegeboard.org/sat/dates-deadlines,College Board SAT Suite (satsuite.collegeboard.org/sat/dates-deadlines)
ACT — 2026-2027 Test Dates,exams,🟢 Watch List,"See date-specific deadlines below:

• September 19, 2026 — Reg: Aug 14 | Late: Sep 1
• October 17, 2026 — Reg: Sep 11 | Late: Sep 29
• December 12, 2026 — Reg: Nov 6 | Late: Nov 29
• February 27, 2027 — Reg: Jan 22 | Late: Feb 9
• April 10, 2027 — Reg: Mar 5 | Late: Mar 23
• June 12, 2027 — Reg: May 7 | Late: May 25
• July 10, 2027 — Reg: Jun 4 | Late: Jun 22 (note: not offered in New York; check CT availability)","No formal eligibility restrictions. Recommended for 11th and 12th graders. Rising 11th grader: consider first ACT in spring 2027 (Feb, Apr, or Jun).","$68 (without Writing); $93 (with Writing, includes $25 Writing fee). Late registration: additional $42. Test date/location change: $50. Fee waivers available.","Fee waivers available for eligible low-income students (juniors/seniors). Covers full registration (with or without Writing), free test prep, and up to 4 free score reports. Check with school counselor.","Enhanced ACT format: shorter (2 hours 55 min without Writing, 3 hours 35 min with Writing), fewer questions, passage-embedded options in Reading. Register at ACT.org. Photo upload required. Sunday testing available for religious accommodations. CT test centers available throughout the state.",https://www.act.org/content/act/en/products-and-services/the-act/registration/test-dates.html,ACT.org (act.org/content/act/en/products-and-services/the-act/registration/test-dates.html)
AP Exams — May 2027,exams,🟢 Watch List,Official 2027 dates not yet released. Expected: early-to-mid May 2027 (first two full weeks). School-based registration deadline is typically November 2026 (fall ordering). Late ordering through March 2027 incurs additional fees ($40 per exam).,Students enrolled in AP courses at their high school typically take the corresponding AP exam. Students may also self-study and arrange to take the exam at a local school that administers it. Rising 11th grader may plan AP courses for 2026-2027 (junior year) and take exams in May 2027.,"$99 per exam (2026 rate, subject to increase for 2027). Late order fee: additional $40 per exam. Some states/schools may add administrative fees.",College Board fee reduction: $37 per exam for eligible students with significant financial need. School may also waive its $9 administrative rebate. Some states (including CT) have additional AP fee assistance programs.,AP scores are 1-5 (3+ typically earns college credit). Registration through school AP coordinator. 2027 exam schedule expected to be released by College Board around September-October 2026. Ordering deadlines are set by the school (often November 2026). Check with CT high school for their specific AP registration timeline and fees.,https://apcentral.collegeboard.org/exam-administration-ordering-scores/exam-dates,"AP Central, College Board (apcentral.collegeboard.org/exam-administration-ordering-scores/exam-dates)"
CLT (Classic Learning Test) — 2026-2027,exams,🟢 Watch List,"Remotely proctored tests are offered on multiple dates throughout the year. Registration deadline is typically 1-2 weeks before each test date. In-school tests have set dates (e.g., October 17, 2026). Check the CLT website for exact upcoming dates. New dates open regularly.",Open to 11th and 12th graders for the CLT college entrance exam. CLT10 is for 9th and 10th graders (preparatory). CLT3-8 for grades 3-8. No citizenship restrictions. Any student can register.,"$112 for remotely proctored CLT (increased from $69 effective June 1, 2026). CLT10 (for 9th/10th graders): $69. CLT3-8: $39. Includes Student Analytics and unlimited score shares.",Fee waivers available for students with financial need. Homeschool groups or networks may be eligible for discounts. Contact CLT for details.,"Accepted at over 200 colleges (including many Catholic and Christian universities, plus some public universities in select states). Less common than SAT/ACT but growing. Remote proctoring available 7am-7pm ET on test days. Not all colleges accept CLT — verify with target schools. CT acceptance varies by institution.",https://www.cltexam.com/tests/clt/,Classic Learning Test (cltexam.com/tests/clt/)
PSAT 10 — Spring 2027,exams,🟢 Watch List,Not applicable — the student is a rising 11th grader (Class of 2028) and should take the PSAT/NMSQT in October 2026 instead. PSAT 10 is for 10th graders.,10th graders only,~$18 (administered through school),Fee waivers available through school,"This test is for 10th graders. As a rising 11th grader, the student should focus on the PSAT/NMSQT (October 2026) for National Merit qualification.",https://satsuite.collegeboard.org/psat-10/test-dates,College Board SAT Suite
October 2026 North American Cup (NAC),fencing,🟢 Watch List,"~Sep 2026 (TBD, typically 3-4 weeks before event)","Junior (born 2007+), Cadet (born 2009+); rising 11th grader (Class of 2028, likely born ~2010) eligible for both Junior and Cadet",$109 competitive membership (2026-27 season) + ~$65-95 per event registration fee,Competition fee waiver available via USA Fencing GRACE program for financial need,NACs are the primary national-level tournaments for earning national ranking points. October NAC kicks off the season. Orlando is a ~2.5h flight or ~16h drive from CT.,https://www.usafencing.org/events-national,usafencing.org
Connecticut Division Summer National Qualifier,fencing,🟢 Watch List,"Varies (typically spring, ~Apr-May 2027)",Open only to members of the Connecticut Division of USA Fencing. Must have competitive USA Fencing membership.,~$30-50 per event + USA Fencing membership,None specified,"Candlewood Fencing Center (31 Pecks Lane, Newtown, CT) is the primary venue. CT Division website: ctdivusfa.com. Contact: ctdivusfa@gmail.com.",https://www.ctdivusfa.com/,ctdivusfa.com / askfred.net
Nutmeg State Games Fencing Competition,fencing,🟢 Watch List,"~Jul 22, 2026 (for Jul 25-26 event; 2027 dates TBD)",Open to Connecticut residents of all ages and skill levels. Various age/weapon categories available.,$50 per event,None specified,"Hosted by Candlewood Fencing Center. Features multiple weapons and age categories. Low-cost, local opportunity for competitive experience.",https://nutmegstategames.org/individual-sports/fencing,nutmegstategames.org / askfred.net
Candlewood Fencing Center Summer Camp,fencing,🟢 Watch List,Rolling registration (camps fill up),Open to all ages and skill levels. Grouped by ability. Both recreational and competitive tracks available.,~$400-600 per week (estimated based on regional camp pricing),None specified,"Candlewood Fencing Center is Connecticut's oldest and most decorated fencing club. Two locations: 31 Pecks Lane, Newtown, CT and 2 Broad Street, Norwalk, CT. National Point Holders and World Team Members on coaching staff. Good for pre-season training.; [DEAD: https://candlewoodfencing.com/camps]",,candlewoodfencing.com
Regional Youth Circuit (RYC) & Regional Junior/Cadet Circuit (RJCC) - New England Region,fencing,🟢 Watch List,Varies per tournament (typically 3-4 weeks before event),"RYC: Y10/Y12/Y14 age-eligible. RJCC: Cadet (born 2009+), Junior (born 2007+). Rising 11th grader eligible for RJCC events. Must have competitive USA Fencing membership.",$109 competitive membership + ~$40-65 per event regional fee,None typically,"Regional tournaments closer to home than NACs. 2026-27 season runs Aug 22, 2026 - May 9, 2027. Check USA Fencing website for specific New England regional dates. Cheaper and less travel than NACs.",https://www.usafencing.org/events-regional,usafencing.org
Tim Morehouse Fencing Club Summer Camp (Chelsea Piers CT),fencing,🟢 Watch List,Rolling registration,Youth fencers of all levels. Typically ages 6-18. Grouped by experience level.,~$500-800 per week (NYC area pricing; CT location may vary),None specified,Founded by Olympic silver medalist (2012) Tim Morehouse. Focus on saber primarily but offers all weapons. Good option for high-level training near CT.,https://www.timmorehousefencing.com/nyc-summer-fencing-camps,timmorehousefencing.com
USA Fencing New Points & Events Structure (2026-27 Updates),fencing,🟢 Watch List,N/A (policy update),All competitive fencers should review new eligibility rules in the 2026-27 Athlete Handbook (to be published).,N/A,N/A,USA Fencing announced structural changes effective 2026-27. Includes 315-fencer cap for Div I/Junior/Cadet at NACs. Review official Athlete Handbook once published.,https://www.usafencing.org/news/2026/july/09/usa-fencing-new-points-events-structure-parent-athlete-member-companion-q-a,usafencing.org
National Merit Scholarship Program,general_competitions,🟢 Watch List,October 2026 (PSAT/NMSQT taken in October of junior year; Class of 2028 takes it October 2026). Semifinalists announced September 2027. Finalists announced February 2028.,High school student (traditional or homeschooled) progressing normally toward graduation by 2027/2028; U.S. citizen or permanent resident; must take PSAT/NMSQT in October of junior year,"PSAT/NMSQT registration fee (~$18-$20, often covered by school). No cost for the scholarship program itself.","National Merit $2,500 scholarships; corporate-sponsored scholarships; college-sponsored scholarships. Total $50M+ annually.",No income restrictions. Merit-based entirely. Connecticut sends ~50-100 semifinalists annually. CT cutoff typically in the 220-222 range (out of 228). Student should prepare for PSAT/NMSQT starting summer before 11th grade.; [DEAD: https://www.nationalmerit.org/],,https://www.nationalmerit.org/ | https://www.compassprep.com/psat-national-merit-faq/
Connecticut Bar Association High School Mock Trial Competition,law_civics,🟢 Watch List,Registration opens in fall 2025; check CT Bar site for exact date,High school students in Connecticut (school-sponsored teams),Free (participation fee covered by CT Bar Association; minimal school-level costs),N/A,School-based competition running fall-spring. State finals typically in March/April. Winner goes to National High School Mock Trial Championship in May. Perfect for CT-based student who can join their school's existing team.,https://www.ctbar.org/members/volunteer-today/civics-education/mock-trial-competitions,web_search
National High School Mock Trial Championship,law_civics,🟢 Watch List,"State membership fee ($200) due January 15, 2026; Tournament registration ($500/team) due March 15, 2026",Students must have participated on the state champion team at the state competition level,$500 tournament registration per team + $200 state membership fee (paid by state org/school),Limited; some states provide financial support for travel,May 2026. Location varies by year. This is the pinnacle national championship for high school mock trial. Student would need to be on the CT state champion team to participate.,https://www.nationalmocktrial.org,web_search
Yale Invitational Debate Tournament,law_civics,🟢 Watch List,Registration typically opens in summer 2025; check Tabroom.com for exact dates,High school students (grades 9-12),Debate entry: $70-$110 per event; Speech: $65-$130 per event (varies by category),Need-based fee waivers may be available through NSDA,"September 19-21, 2025 at Yale University, New Haven CT. Major national circuit tournament. Multiple debate formats available (LD, PF, Policy, Congress). Attracts top competitors nationwide. Ideal for an experienced debater.",https://www.yaledebate.org/tournaments,web_search
Coolidge Connecticut Open at Yale,law_civics,🟢 Watch List,Registration typically opens 4-6 weeks before the tournament date (check Tabroom.com),High school students (grades 9-12),Free to enter ($0 registration fee per Coolidge Foundation policy for qualifier tournaments),Top 4 Varsity finishers receive paid travel to Coolidge Cup,"December 6, 2025 at Yale University's Watson Center, New Haven CT. 1v1 Coolidge debate format. All four rounds and awards conclude by 6:30 PM. Winners qualify for Coolidge Cup (July 2-4, 2026 in Plymouth, VT) with $20K+ in scholarships.",https://coolidgefoundation.org/debate/national-debate-tournament-series/coolidge-connecticut-open/,web_search
Coolidge Cup National Championship,law_civics,🟢 Watch List,By invitation only — must qualify through Coolidge National Tournament Series (including CT Open at Yale),By invitation only — top finishers in Coolidge National Tournament Series events,Paid travel for qualifiers from series tournaments; otherwise travel/lodging costs apply,"$20,000+ in scholarship prize money to top finishers; paid travel for top series qualifiers","July 2-4, 2026 in Plymouth Notch, Vermont. Combines patriotism, history, and debate. America 250 celebration concurrent. Scholarship prizes for top finishers. Excellent resume builder.",https://coolidgefoundation.org/debate/coolidge-cup/,web_search
Yale Summer Debate Program (YSDP),law_civics,🟢 Watch List,Applications open spring 2026; likely deadline July-August 2026 (check site),Students entering grades 6-12; all experience levels welcome,Approximately $599 for the 5-day program,Significantly reduced/free cost for New Haven students; inquire about need-based aid,"August 24-28, 2026 (tentative, per search results). Parliamentary debate style (same format as Yale Invitational). Yale student coaches. Includes students from across the country and world. Good value at ~$599.",https://www.ynhudl.com/yale-summer-debate-program,web_search
Summer Springboard Trial Law Program at Yale,law_civics,🟢 Watch List,Rolling admissions; sessions fill up. Apply early (spring 2026),High school students (grades 9-12 typically),"Residential: $4,298 per 1-week session; Commuter: lower rate available",Need-based financial aid and scholarships available,"Session 1: June 14-20, 2026 (Waitlist); Session 4: July 5-11, 2026. Held at Yale University. Includes mock trial simulations, guest speakers, college tours. For-profit program but well-regarded.",https://summerspringboard.com/teen-programs/trial-law-at-yale/,web_search
Harlan Institute Virtual Supreme Court Competition,law_civics,🟢 Watch List,Registration typically opens in fall (September-October); check Harlan Institute site for exact dates for 2025-2026,High school students (teams of 2),Free (no registration fee),Free competition,"Virtual competition. Teams research constitutional law, write appellate briefs, and argue via video. Cutting-edge constitutional topics. Ideal for student interested in Supreme Court and constitutional law. Lower time commitment than full mock trial season.",https://harlaninstitute.org/virtual-supreme-court/,web_search
National Speech & Debate Association (NSDA) National Tournament,law_civics,🟢 Watch List,Must qualify through NSDA district competitions (held Feb-March 2026); school membership required,High school students who qualify through NSDA district competitions,NSDA school membership ($50-150/year); district tournament fees; individual entry fees at nationals vary,NSDA offers need-based assistance for qualifying students,"June 14-19, 2026 at Richmond, VA. This is the largest and most prestigious high school speech and debate tournament in the US. Very strong college admissions signal.",https://www.speechanddebate.org/national-tournament-2026-registration/,web_search
National Association of Moot Court (NAMC) High School Competition,law_civics,🟢 Watch List,"Tournament: January 31 - February 1, 2026. Registration likely opens in fall 2025.",High school students (grades 9-12); max 3 teams per school,$80 per team,Limited; inquire directly,Virtual tournament (Zoom). $80 per team is very affordable compared to travel tournaments. Appellate advocacy focus (brief writing + oral argument). Great for law-interested students.,https://www.namcmootcourt.org/tournaments,web_search
High School Moot Court Association (HSMCA),law_civics,🟢 Watch List,"Multiple tournaments throughout year; regular registration lower cost, late registration available","High school students only; must affiliate with HSMCA (one affiliation per family, free); no graduates or students 19+ as of Sept 1",$75 per student (late registration); regular registration less,Limited; inquire directly,Fully online competitions. No travel required. Family affiliation system allows independent participation without a school team. Multiple tournament dates available throughout the year. Very accessible entry point for moot court.,https://hsmca.org,web_search
We the People: The Citizen and the Constitution — National Finals,law_civics,🟢 Watch List,State competitions typically January; National Finals registration early 2026,High school students (school-based teams; must have We the People class/curriculum),Cost varies by school (curriculum is free; travel costs for nationals). National Finals registration fee minimal.,Limited; some Title I support available through Center for Civic Education,"National Finals: April 17-19, 2026 at Bethesda North Marriott, Rockville, MD. CT has strong programs (Trumbull HS was 8th nationally). Simulated congressional hearings format. Excellent constitutional law preparation.",https://civiced.org/we-the-people,web_search
Honorable Warren W. Eginton Justice Institute,law_civics,🟢 Watch List,Application likely opens spring 2026; limited to 24 students from 16+ schools,Current 10th and 11th grade students (rising 11th and 12th graders),Free ($0),Free program including all materials,"July 13-17, 2026 at Ribicoff Federal Building, Hartford CT. Run by US District Court judges and attorneys. FREE program. Excellent networking opportunity with legal professionals. Ideal for CT-based student interested in mock trial and federal law.",https://ctd.uscourts.gov/attend-hon-warren-w-eginton-justice-institute,web_search
UConn Pre-College Summer — Pre-Law Course,law_civics,🟢 Watch List,Application typically opens January 2026; rolling admissions until sessions fill,High school students ages 14-17,"Approximately $2,500-3,500 for non-credit; credit courses may cost more (check UConn PCS site)",Limited need-based financial aid available,Summer 2026 at UConn Storrs campus. Day visit to UConn School of Law. Observe court proceedings. Courses taught by UConn faculty. Non-credit and credit options available. Good local option at a top public university.,https://precollege-summer.uconn.edu/courses/pre-law/,web_search
Empire Mock Trial — Spring/Fall Leagues,law_civics,🟢 Watch List,Spring/Fall 2026 league applications; check website for exact dates,High school students (school teams; must have competed in at least one prior tournament for Sapphire League),Registration fee per team (varies by league; typically $200-400 per team),Limited need-based aid available; inquire directly,New York based but accepts teams from other states. High-quality mock trial experience with detailed case materials. Multiple league levels. Good supplement to CT Bar Association competition. Empire Mock Trial National Champions 2026 demonstrate program quality.,https://empiremocktrial.org,web_search
Harvard Model Congress Boston 2026,law_civics,🟢 Watch List,Typically fall registration for February conference; check HMC website for 2027 dates,High school students (grades 9-12),School registration fee + $200-300 per delegate approximately,Fee waivers and financial aid available (contact HMC directly),"Typically held February in Boston, MA. 4-day conference. Government simulation — students act as members of Congress, Supreme Court, etc. Strong constitutional law/government focus. Excellent for civics-interested students.",https://www.harvardmodelcongress.org/boston/,web_search
Coolidge Scholarship,scholarships,🟢 Watch List,Typically mid-December of junior year (exact date TBD for each cycle),Current high school juniors who intend to enroll full-time at an accredited US college/university as an undergraduate for the first time. US citizens or permanent residents. Strong academic record and demonstrated values of humility and service.,Free,"Full-ride scholarship (full tuition, room, board, and expenses) for 4 years at any US accredited university","One of the few full-ride scholarships available to high school JUNIORS. Perfect for this student's timeline — they would apply during the upcoming 2026-2027 school year. Covers everything including tuition, room, board, and expenses at any US university. Very small number of recipients makes it a reach, but worth applying.",https://coolidgescholars.org/eligibilty/,The Coolidge Scholarship (coolidgescholars.org)
Princeton Prize in Race Relations,scholarships,🟢 Watch List,"~January 15, 2027 (annual, varies by region)","High school students (grades 9-12) in participating US regions. Must demonstrate significant, positive effect on race relations through a project, initiative, or sustained leadership. Requires a sponsor recommendation.",Free,"$2,500 cash prize + all-expenses-paid trip to Princeton Symposium on Race","Ideal for students involved in DEI work, cultural clubs, or community organizing around racial understanding. An Indian-American student advocating for South Asian representation or cross-cultural understanding would be a compelling candidate. Check if CT is a participating region (most states are covered).",https://pprize.princeton.edu/,Princeton University (pprize.princeton.edu)
