name,category,tier,deadline,eligibility,cost,aid,notes,url,source
CLT (Classic Learning Test) — 2026 Test Dates,exams,🟢 Watch List,"Varies by test date. Upcoming CLT dates with registration deadlines (2026):
• June 11, 2026 — Reg: May 13 (school) / June 4 (remote — closed)
• July 16, 2026 — Reg: June 17 (school) / July 9 (remote — open to all)
• Aug. 22, 2026 — Reg: July 22 (school) / Aug. 13 (remote — open to all)
• Sept. 16-17, 2026 — Reg: Aug. 19 (school)
• Oct. 17, 2026 — Reg: Oct. 8 (remote — open to all)
• Oct. 28-29, 2026 — Reg: Sept. 30 (school)
• Nov. 14, 2026 — Reg: Oct. 14 (school) / Nov. 5 (remote)
• Dec. 8, 2026 — Reg: Nov. 10 (school)
Score release typically 1-2 weeks after test date.",CLT: 11th and 12th graders. CLT10 (separate product): 9th and 10th graders. CLT3-8: Grades 3-8.,$112 (includes comprehensive Student Analytics and unlimited score sharing with colleges). Homeschool group/network members may be eligible for discount.,Over $100 million in scholarships tied to CLT scores annually. No separate fee waiver program identified — check with school or homeschool group.,"Remotely proctored tests available from 7:00am-7:00pm Eastern Time on test day. Students may take the exam at any time during this window. In-school tests require school administrator registration. Optional essay included for in-school, online testers. 2027 test dates not yet published at time of research. Register at login.cltexam.com.",https://www.cltexam.com/tests/clt/,Classic Learning Test — www.cltexam.com
CLT10 — 2026 Test Dates,exams,🟢 Watch List,Check CLT website for CLT10-specific test dates. Often administered on similar dates to CLT.,9th and 10th graders.,$112 (typical CLT pricing — verify for CLT10).,Student awards and scholarships available through CLT programs.,CLT10 is recommended as practice before taking the full CLT in 11th or 12th grade. Similar content and format to CLT. Check cltexam.com for specific CLT10 dates.; [DEAD: https://www.cltexam.com/tests/clt10/],,Classic Learning Test — www.cltexam.com
USA Fencing High School All-American Team,fencing,🟢 Watch List,TBD (typically spring each year),High school fencers with competitive fencing achievements,None (recognition program),None (honorific recognition),"Selective honorific recognition. Boosts college applications. For rising 11th grader, can pursue this in junior/senior year.",https://www.usafencing.org/all-american-team,USAFencing.org
En Garde! Fencing - USA Fencing School Program,fencing,🟢 Watch List,Rolling (ongoing program),Schools looking to start fencing programs; students at participating schools,"Free (no-cost program, equipment provided)",Full program costs covered,For a CT high school student: check if your school participates or advocate to bring it to your school. Great for introducing fencing at the school level.,https://www.usafencing.org/en-garde-fencing,USAFencing.org
USA Fencing NAC Series (North American Cup),fencing,🟢 Watch List,Various (registration opens per event; check member portal),Current USA Fencing members in good standing,Varies by event (NAC registration fee + USA Fencing membership),None (competition - pay-to-play),"NAC series is the primary competitive pathway. CT fencers typically attend NACs in cities like Richmond, Milwaukee, Kansas City, Portland, etc. Critical for national rankings and college recruiting visibility.",https://www.usafencing.org/events-national,USAFencing.org
USA Fencing Regional Events (New England Division),fencing,🟢 Watch List,Various (check division calendar),USA Fencing members in New England Division,Entry fees vary by event ($10-$50 typical),None,"CT fencers compete in the New England Division (CT, MA, RI, VT, NH, ME). Regional events are more affordable, closer to home, and essential for gaining competitive experience and qualifying points.",https://www.usafencing.org/events-regional,USAFencing.org
USA Fencing Membership (Competitive License),fencing,🟢 Watch List,"Annual (renews each season, typically August-July)",Open to all,Competitive: ~$85/year; Access: ~$55/year,None (membership fee),"Must-have first step. CT high school fencer needs Competitive membership to fence in NACs, JOs, Regionals, and Summer Nationals.",https://www.usafencing.org/membership,USAFencing.org
USA Fencing Lunge Program (Career Mentorship for National Team Athletes),fencing,🟢 Watch List,Rolling (ongoing applications via Airtable),"Must have worn USA jersey at an international cadet, junior, senior, or para fencing event",Free,"Career mentorship, resume coaching, job placement support",For a rising 11th grader: aspirational - goal would be to qualify for Cadet/Junior World Team to access this program.,https://www.usafencing.org/lunge,USAFencing.org
CT State High School Fencing (Interscholastic Fencing),fencing,🟢 Watch List,Seasonal (typically winter/spring semester),Students at CT high schools with fencing programs,Varies by school district,School-based (may have fees or be included in athletic programs),"If the student's high school has a fencing team, this is the most accessible competitive opportunity. CT contact: Carrington Ward. Watch live HS events on NFHS Network.",https://www.usafencing.org/highschool,USAFencing.org
USA Fencing Youth Hub - American Development Model (ADM) Resources,fencing,🟢 Watch List,"Ongoing (resource hub, not an application program)","Open to all (coaches, parents, administrators, athletes)",Free,N/A - educational resource,"Useful resource for understanding fencing development pathways. Links to USOPC ADM resources, coach resources, parent resources.",https://www.usafencing.org/fencing-youth-hub,USAFencing.org
National High School Mock Trial Championship (NHSMTC),law_civics,🟢 Watch List,Varies by state; CT state competition typically held in winter/spring. Qualify through school team.,High school students (grades 9-12); must be part of a registered school team through state mock trial organization,"Varies by state; typically $50-200 per student for registration, plus travel for nationals",Limited; NHSMTC offers grants to state organizations; some states have fee waivers,Flagship mock trial competition. CT Bar Foundation runs the Connecticut Mock Trial Competition. Student would need to join/form a school team. Excellent for law interest — directly simulates courtroom advocacy.,https://www.nationalmocktrial.org/,https://www.nationalmocktrial.org/
Connecticut Mock Trial Competition (CT Bar Association),law_civics,🟢 Watch List,Typically October-November registration; competitions run January-March annually,CT high school students (grades 9-12); must have a school team with a teacher coach/advisor,Minimal registration fee (typically covered by school or CT Bar Foundation),CT Bar Foundation provides materials and support; no cost to participate beyond potential team fees,"Directly CT-based, local, and highly relevant. Judges are real CT Superior Court judges. Student can participate all 4 years of high school.",https://www.ctbar.org/for-the-public/community-outreach/mock-trial-competition,https://www.ctbar.org/for-the-public/community-outreach/mock-trial-competition
National Speech & Debate Association (NSDA) - Debate & Speech Competitions,law_civics,🟢 Watch List,Ongoing membership; school team registration typically in fall. National Tournament qualification: varies by district.,High school students (grades 9-12) at NSDA-member schools,School membership: ~$25-50/student; National Tournament registration: varies,NSDA offers some need-based assistance for NatTour; many schools cover costs,Nation's largest debate organization. Lincoln-Douglas debate directly connects to constitutional/legal argumentation. Congressional Debate relates to model congress. Strong for law profile.,https://www.speechanddebate.org/,https://www.speechanddebate.org/
We the People: The Citizen and the Constitution (Center for Civic Education),law_civics,🟢 Watch List,Varies by state; national finals typically in April. School registration in fall.,High school students (grades 9-12) at participating schools,Curriculum materials provided free by Center for Civic Education; competition costs vary,Free curriculum; travel costs for nationals may have scholarship support,Constitutional law focus directly relevant to law interest. Simulated congressional hearings develop legal reasoning. Highly respected program with strong government connections.,https://www.civiced.org/wtp-the-program,https://www.civiced.org/wtp-the-program
YMCA Youth & Government (Connecticut) - Model Legislature/Model Congress,law_civics,🟢 Watch List,Typically registration in September-October; program runs November-April,CT high school students (grades 9-12),"~$150-300 per participant (includes conference fees, overnight stays)",Some financial aid available through local YMCA branches,Full model government experience. Can serve as 'attorney' arguing before mock Supreme Court — directly connects to moot court / supreme court interests. Connecticut program uses the actual State Capitol.; [DEAD: https://www.ymcact.org/programs/youth-government/],,https://www.ymcact.org/programs/youth-government/
Close Up Foundation - Washington DC High School Programs,law_civics,🟢 Watch List,Rolling enrollment; programs run year-round. Summer programs fill early. Apply 3-4 months in advance.,High school students (grades 9-12); US citizenship or permanent residency required,"~$2,000-3,000+ for 1-week program (including hotel, meals, activities). Does not include travel to DC.",Need-based scholarships available for students; Close Up offers some financial aid,"Directly relevant to civics/law interest. Students visit Supreme Court, meet with lawmakers, debate constitutional issues. Prestigious reputation. Particularly strong for CT-based students given proximity to DC.; [DEAD: https://www.closeup.org/high-school-programs]",,https://www.closeup.org/high-school-programs
Constitutional Rights Foundation (CRF) - Civic Action Project,law_civics,🟢 Watch List,"Ongoing; CAP is typically integrated into classroom curriculum. Individual programs (mock trial, youth court) have varying deadlines.",High school students (grades 9-12); some programs state-specific (CA-focused but resources national),Free curriculum resources; competition/program costs vary,Most resources free; travel grants may be available for competitions,Excellent free constitutional law and civics resources. National reach. Mock trial case materials available. CRF's programs build legal reasoning skills.; [DEAD: https://www.crf-usa.org/],,https://www.crf-usa.org/
Supreme Court Summer Institute (Street Law / SCOTUS),law_civics,🟢 Watch List,Varies; teacher institute applications typically in spring. High school moot court programs have fall deadlines.,Primarily designed for teachers/educators; high school programs available through Street Law's classroom resources,Varies by program; teacher institute has tuition + travel costs,Limited; check individual programs,Street Law's Supreme Court moot court materials are free and excellent. Student can research and reenact real SCOTUS cases. Strong for independent legal projects.,https://www.streetlaw.org/programs/supreme-court-summer-institute/,https://www.streetlaw.org/programs/supreme-court-summer-institute/
The U.S. Senate Youth Program,law_civics,🟢 Watch List,Varies by state; CT typically holds selection in fall. Contact CT State Department of Education.,Current high school juniors or seniors (rising junior qualifies for fall of junior year). Must hold elected student government office. US citizen.,"Free (all expenses paid, plus $10,000 scholarship)","Full scholarship included: all program costs covered + $10,000 undergraduate scholarship","Most prestigious high school civics program in the US. Only 104 students nationally per year. Includes $10,000 scholarship. Indian American representation in such programs is respected. Requires elected leadership position (student council, class officer, etc.).",https://ussenateyouth.org/,https://ussenateyouth.org/
Congressional Youth Cabinet / CT Youth in Government,law_civics,🟢 Watch List,Varies by program; typically fall for the academic year,CT high school students (grades 9-12),Free,Free state-sponsored program,Free state-level civics program. Direct exposure to CT state government. Can supplement paid programs. Excellent for demonstrating local civic engagement.,https://portal.ct.gov/SOTS/Register-Manual/Register-Manual/Youth-in-Government-Program,https://portal.ct.gov/SOTS/Register-Manual/Register-Manual/Youth-in-Government-Program
National Youth Court / Teen Court Programs,law_civics,🟢 Watch List,Varies by location; training typically held at the start of school year or semester,High school students (grades 9-12); must complete training program,Free to participate,Free,"Hands-on legal experience in real court settings. Student serves as defense attorney, prosecutor, or judge. Excellent for law profile. Free program.",https://youthcourt.net/,https://youthcourt.net/
APIA Scholars (Asian & Pacific Islander American Scholarship),scholarships,🟢 Watch List,"Varies by program, typically fall/winter","AAPI heritage students, must be pursuing or planning to pursue an undergraduate degree. Minimum GPA typically 2.7-3.0 depending on program.",Free,"$2,500 – $20,000",One of the largest scholarship providers for AAPI students. Multiple programs under one umbrella organization.; [URL may block bots: https://www.apiascholars.org/scholarship-programs/],https://www.apiascholars.org/scholarship-programs/,"https://www.apiascholars.org/, https://www.unigo.com/scholarships/minority/filipino-scholarships/apia-scholarship"
Jackie Robinson Foundation Scholarship,scholarships,🟢 Watch List,January 11 (annual),"US minority high school seniors, SAT 1000+ or ACT 21+, planning to attend accredited 4-year US institution, demonstrated leadership and community service",Free,"Up to $30,000 (up to $7,500/year for 4 years)","Comprehensive program with mentoring, internship, and career support. Very competitive. Note: may consider financial need.",https://www.jackierobinson.org/apply/,https://www.unigo.com/scholarships/minority/jackie-robinson-scholarship
Prudential Spirit of Community Awards,scholarships,🟢 Watch List,Typically November-February (annual cycle),Students in grades 6-12 who have engaged in volunteer service activities within the past year. US citizens or lawful permanent residents.,Free,"$1,000 – $10,000 (state winners $1,000, national winners $5,000-$10,000, plus trips)",Great for students with strong community service records. Can list as honor on college applications even if not a top winner.; [DEAD: https://spirit.prudential.com/],,https://spirit.prudential.com/
Tylenol Future Care Scholarship,scholarships,🟢 Watch List,Typically June/July (annual),"Students pursuing healthcare-related degrees in US accredited institutions. Must demonstrate leadership, academic achievement, and community involvement.",Free,"$5,000 – $10,000","Good for students interested in pre-med, nursing, pharmacy, public health, or other healthcare fields.; [DEAD: https://www.tylenol.com/about-us/scholarship]",,https://www.tylenol.com/about-us/scholarship
Elks National Foundation Most Valuable Student (MVS) Scholarship,scholarships,🟢 Watch List,Typically November 15 (annual),"US high school seniors, US citizen, demonstrated leadership, academic achievement, and community service.",Free,"$2,500 – $50,000 (top award $50,000 over 4 years)","500 finalists selected annually. Top 20 receive $50,000. Very competitive national program.",https://www.elks.org/scholars/scholarships/mvs.cfm,https://www.elks.org/scholars/scholarships/mvs.cfm
National Society of High School Scholars (NSHSS) Scholarships,scholarships,🟢 Watch List,"Rolling, multiple deadlines throughout the year","High school students with strong academic record (typically 3.0+ GPA or top 10% of class), demonstrated leadership and community involvement.","Free for members (membership by invitation, may have fee)","$1,000 – $10,000 (various awards)",Multiple scholarship opportunities for NSHSS members. Good for students with strong academics who get invited to join.; [DEAD: https://www.nshss.org/scholarships/],,https://www.nshss.org/scholarships/
AXA Achievement Scholarship (now Equitable Excellence Scholarship),scholarships,🟢 Watch List,Typically December-January (annual),"US high school seniors, demonstrated ambition and achievement in school, community, or work. Must be US citizen or legal resident.",Free,"$2,500 – $25,000","Formerly the AXA Achievement Scholarship. 50 state winners ($2,500) and 10 national winners ($25,000).; [DEAD: https://www.equitable.com/about-equitable/community/scholarships]",,https://www.equitable.com/about-equitable/community/scholarships
Siemens Competition / Siemens Foundation Scholarships,scholarships,🟢 Watch List,Typically September-October (annual),"US high school students, must submit original STEM research project. Individual or team entries.",Free,"$1,000 – $100,000",Prestigious STEM competition. Strong projects can win significant scholarships. Good for students with research experience.; [DEAD: https://www.siemens-foundation.org/scholarships],,https://www.siemens-foundation.org/scholarships
InspirASIAN Scholarship Program,scholarships,🟢 Watch List,Typically spring (March-April),"Asian American/Pacific Islander heritage, high school seniors or current undergraduate students, demonstrated academic achievement and community involvement.",Free,"$1,000 – $5,000",Organization also provides professional development and networking opportunities for AAPI students.,https://www.inspirasia.org/,"https://www.inspirasia.org/, https://www.unigo.com/scholarships/minority/inspirasian-scholarship"
Asian American Architects and Engineers Foundation (AAAE) Scholarship,scholarships,🟢 Watch List,Typically April (annual),"Asian American heritage, high school seniors or college students, pursuing architecture, engineering, or construction management degree, minimum 3.0 GPA.",Free,"$1,000 – $5,000","Good for students interested in architecture, engineering, or construction fields.; [DEAD: https://www.aaae-foundation.org/scholarships]",,https://www.unigo.com/scholarships/minority/asian-american-architects-and-engineers-foundation-scholarship
Indiaspora Scholarship Program,scholarships,🟢 Watch List,"Typically spring (March-April, verify annually)","Indian American/Diaspora students, high school seniors or current college students, demonstrated community involvement and academic achievement.",Free,"Varies (typically $1,000 – $5,000)",Indiaspora is a leading nonprofit for the Indian diaspora. Previously had a specific scholarship page that may be updated periodically.,https://www.indiaspora.org/,https://www.indiaspora.org/ (main page)
TIE Boston South Asian Scholarship,scholarships,🟢 Watch List,Typically spring (check website),"South Asian heritage (Indian, Pakistani, Bangladeshi, Sri Lankan, etc.), high school seniors in New England area, demonstrated academic achievement and community involvement.",Free,"$1,000 – $5,000",TIE chapters in various cities offer scholarships. Boston chapter covers New England including Connecticut.; [DEAD: https://www.tie-boston.org/],,https://www.tie-boston.org/
Society of Indian American Healthcare Professionals (SIAHP) Scholarship,scholarships,🟢 Watch List,Typically spring (check website),"Indian American heritage, high school seniors or college students, pursuing healthcare career, minimum 3.0 GPA.",Free,"$1,000 – $3,000","Good for Indian American students interested in pre-med, nursing, pharmacy, or other healthcare fields.; [DEAD: https://www.siahp.org/]",,https://www.siahp.org/
National Press Club Scholarship for Journalism Diversity,scholarships,🟢 Watch List,March 1 (annual),"US high school seniors of minority background (including Asian American), pursuing undergraduate degree in journalism.",Free,"$2,500",Specific to journalism majors. Good for students interested in media/communications careers.; [DEAD: https://www.pressclubscholarship.org/],,https://www.unigo.com/scholarships/minority/national-press-club-scholarship-for-journalism-diversity
Mary Moy Quan Ing Memorial Scholarship,scholarships,🟢 Watch List,April 21 (annual),"US high school seniors, pursuing journalism career, must demonstrate sensitivity to Asian American and Pacific Islander issues.",Free,"$2,000",Good for students interested in journalism/media with an interest in AAPI issues.,https://asiafoundation.org/,https://www.unigo.com/scholarships/minority/mary-moy-quan-ing-memorial-scholarship
Connecticut Minority Teacher Incentive Grant Program,scholarships,🟢 Watch List,October 15 (annual),Connecticut upper-level undergraduate students enrolled in teacher preparation program at eligible CT institution. Must be minority student (Asian American eligible). Must intend to teach in CT public school after graduation.,Free,"$5,000","Not currently applicable for 10th/11th graders, but good to be aware of as a CT-specific opportunity for future planning.; [DEAD: https://www.ctohe.org/scholarships/]",,https://www.unigo.com/scholarships/minority/connecticut-minority-teacher-incentive-grant-program
USA Biology Olympiad (USABO / USA Biolympiad),science_math,🟢 Watch List,Open Exam: First week of February annually (school registration earlier). Semifinal: ~March. National Finals: May/June.,All US high school students (grades 9-12).,Free for students (no registration fee).,Travel and lodging for National Finals covered by CEE for finalists.,"Nearly 10,000 students compete annually. Top 4 gold medalists represent USA at IBO. Team USA has won multiple IBO gold medals. Strongly recommended for biology-interested students. USABO is one of the most prestigious biology competitions for college admissions.",https://www.cee.org/,https://www.cee.org/
AMC 10 (American Mathematics Competition),science_math,🟢 Watch List,"Early Bird Registration: September 30, 2026 ($55 school reg). Regular Registration: October 15, 2026 ($75). Late Registration: October 28, 2026 ($115). Competition A: November 2026. Competition B: November 2026.",Students in grade 10 or below. Must be under 17.5 years old on competition day.,"~$30 per bundle of 10 student licenses. Individual cost minimal, typically covered by school.",No direct aid; fee typically covered by school.,Top AMC 10 scorers qualify for AIME. Exceptional AIME performers can qualify for USAJMO. AMC is a key credential for STEM college applications.,https://maa.org/student-programs/amc/,https://maa.org/amcreg/
Science Olympiad,science_math,🟢 Watch List,Season runs September-April (regional/state). National Tournament in May. Membership for 2026-27 opens summer/fall 2026. Join through state chapter.,High school students in grades 9-12 (Division C). Must be on a registered school team.,Membership fees vary by state chapter (typically $100-400/school team). Individual cost is minimal through school team.,Limited scholarships available through state chapters and Urban Schools Initiative.,"Strongly recommended for biology-interested students. Offers biology events: Anatomy & Physiology, Disease Detectives, Ecology, Experimental Design, etc. 2027 Event Slate released. Demonstrates depth in STEM and teamwork.",https://www.soinc.org/,https://www.soinc.org/
Regeneron International Science and Engineering Fair (ISEF),science_math,🟢 Watch List,Affiliated fairs held Jan-March annually. ISEF in May. Must qualify through a Society-affiliated fair first.,High school students (grades 9-12) who qualify through a Society-affiliated science fair.,No direct cost to compete at ISEF. Travel/lodging for finalists typically covered by sponsors.,"Over $7 million in awards including $100,000 top prize. Finalists receive travel support.",Most prestigious high school science competition globally. Requires original independent research. Highly recommended for biology-interested students. Starting research in 11th grade allows time for meaningful work by spring of 11th or 12th grade.,https://www.societyforscience.org/isef/,https://www.societyforscience.org/isef/
Research Science Institute (RSI),summer_programs,🟢 Watch List,Typically December (RSI 2026 applications now closed; 2027 TBA),High school juniors only; strong academic record; demonstrated interest in STEM research,Free (cost-free to students),Full program is free; no tuition cost,"Highly selective — one of the most prestigious summer programs in the US. Held at MIT. Requires recommendation letters, standardized test scores, essays, and transcripts. Applications typically open in October.",https://www.cee.org/programs/research-science-institute,https://www.cee.org/programs/research-science-institute
Summer Science Program (SSP),summer_programs,🟢 Watch List,Typically February (check SSP International site for 2027 dates),High school juniors only; demonstrated aptitude in science and math,"Tuition-based; need-based financial aid available. Historically ~$4,000-$6,000 range.",Need-based financial aid available; clothing stipends provided as part of financial aid. Contact admissions@ssp.org for accommodations.,Founded in 1959. Held at multiple university campuses. Extremely selective. 60+ hours/week on research. SSP provides laptops for participants.,https://ssp.org/program-overview/,https://ssp.org/program-overview/
BU Research in Science & Engineering (RISE) Internship/Practicum,summer_programs,🟢 Watch List,Typically early February (RISE 2026 deadline has passed; check for 2027 dates),Domestic students currently in junior year of high school,"Approximately $11,000+ (tuition + housing/dining). Application fee and $1,000 nonrefundable deposit required.",Limited need-based financial aid available. John Snyder and Phyllis Snyder BU IMPACTS Scholarship available for RISE students with demonstrated need.,45-year-old program. Students present research at Poster Symposium. Practicum track offers Computational Neurobiology or Data Science. Laptop required for Practicum track.,https://www.bu.edu/summer/high-school-programs/rise-internship-practicum/,https://www.bu.edu/summer/high-school-programs/rise-internship-practicum/
Harvard Pre-College Summer Program,summer_programs,🟢 Watch List,"Early Application & Priority Financial Aid ~January; Regular ~February; Late ~April 1 (for Summer 2027, application likely opens December 2026)",Rising juniors and seniors graduating in 2027 or 2028; at least 16 years old by June 20 of program year; not turning 19 before July 31,"$6,100 (includes tuition, room, meals, program fee, insurance) + $75 application fee","Limited need-based scholarships available for US citizens/permanent residents/DACA recipients. Awards cover portion of cost, not full amount.","Three 2-week sessions available. No letter grades — ideal for exploring interests. Law, Politics, Philosophy, and History category available. Also STEAM courses. Social activities include trips to Cape Cod and Boston.",https://summer.harvard.edu/high-school-programs/pre-college-program/,https://summer.harvard.edu/high-school-programs/pre-college-program/
Harvard Secondary School Program (SSP),summer_programs,🟢 Watch List,Early Application & Priority Financial Aid ~January; Regular ~February; Late ~April 1 (Summer 2027 application likely opens December 2026),High school students graduating in 2027 or 2028; age requirements apply,"$4,180–$15,735 (depending on program length and format) + $75 application fee",Need-based scholarships available for US citizens/permanent residents/DACA recipients,"Earn college credit. Over 200 courses. Biology, molecular biology, neuroscience, and law courses available. Harvard faculty instructors. Visa sponsorship available for international students in on-campus programs.",https://summer.harvard.edu/high-school-programs/secondary-school-program/,https://summer.harvard.edu/high-school-programs/secondary-school-program/
Yale Summer Session (Courses for Credit),summer_programs,🟢 Watch List,Rolling admission; early application recommended (Summer 2026 applications are open; 2027 TBA),High school students who have completed 10th grade; visiting students welcome,"~$4,700+ per 1-credit course (tuition only) + residential fees (~$3,600-$4,500 for housing/meals) + $75 application fee + health insurance if applicable",Financial assistance available; need-based,"Ideal for earning Yale college credit. Courses in biology, political science, law related topics available. Residential option available in Yale residential colleges. Program in Politics covers pressing issues and global perspectives.",https://summer.yale.edu/academics/signature-programs,https://summer.yale.edu/
