name,category,tier,deadline,eligibility,cost,aid,notes,url,source
Quinnipiac University Pre-College Law Institute,summer_programs,🟢 Watch List,Likely opens spring 2026. 2025 program ran July 13-25; expect similar 2026 timeline.,Rising grades 10-12 (some exceptional 9th graders considered),"~$3,100 for 2-week residential program (includes tuition, room, board, materials)",Financial aid/scholarships may be available,Excellent law-focused summer program in CT. No income restrictions. Directly relevant to law interest.; [DEAD 404: https://www.qu.edu/admissions/pre-college-programs/summer-institute-for-high-school-students/],,https://www.qu.edu/admissions/pre-college-programs/
University of New Haven National Security Summer Institute (NSSI) - Forensic Science Track,summer_programs,🟢 Watch List,Likely opens spring 2026. 2025 program ran July 13-18 and July 20-25. Expect similar 2026.,Rising high school juniors and seniors (ages 16-18),"~$2,000-$2,500 (estimated; check website for exact 2026 pricing)",May be available; contact precollege@newhaven.edu,Directly bridges biology (forensic science) and law/criminal justice. Unique CT program leveraging Henry C. Lee Institute.; [DEAD 404: https://www.newhaven.edu/admissions-aid/pre-college-programs/national-security-summer-institute/index.php],,https://www.newhaven.edu/admissions-aid/pre-college-programs/index.php
Wesleyan University Pre-College Summer Session - Biology Courses,summer_programs,🟢 Watch List,Registration opens early spring 2026. Courses run late May-early June and late June-early August.,Rising high school juniors and seniors (some programs open to 10th graders),"Credit courses: ~$4,000-$6,000 per course. Non-credit enrichment: ~$2,500-$3,500.",Financial aid available for qualifying students,College biology credit opportunity at selective liberal arts college in CT. Good for demonstrating college-level biology rigor.; [DEAD 404: https://www.wesleyan.edu/precollege/],,https://www.wesleyan.edu/precollege/
Connecticut Invention Convention (CIC) - High School Division,general_competitions,🟢 Watch List,Registration opens Fall 2025. School-level competitions Winter 2025-2026. State finals April 2026 at UConn.,Grades K-12 in Connecticut,Free to participate (school-coordinated),Awards and recognition; advancement to national levels,"Creative outlet that could merge biology and law interests (patent law, bio-inventions). CT-specific.",https://ctinventionconvention.org,https://ctinventionconvention.org
Yale Invitational Debate Tournament,general_competitions,🟢 Watch List,Typically September 2025 (for 2025 tournament). Check site for 2026 dates.,High school students with school debate team affiliation,School/team registration fee varies (~$50-$150 per entry),N/A,Prestigious tournament hosted in CT. Student interested in law could benefit from debate experience. National-level competition in their backyard.,https://www.yaledebate.org,https://www.yaledebate.org
PSAT/NMSQT,exams,🟢 Watch List,School-dependent; typically early September 2026,10th and 11th graders,$18–$25 (often covered by school),Fee waivers available,Key for National Merit Scholarship Program. Selection Index scale 48–228. 10th graders take for practice; 11th graders compete for National Merit. CT semifinalist cutoff historically ~220–222.,https://satsuite.collegeboard.org/psat-nmsqt,College Board
PSAT 10,exams,🟢 Watch List,School-dependent; typically late February/early March 2026,10th graders only,~$18 (often covered by school),Fee waivers available,Not used for National Merit qualifying. Familiarizes students with digital SAT format. Scores provide AP potential indicators.,https://satsuite.collegeboard.org/psat-10,College Board
SAT,exams,🟢 Watch List,Registration ~1 month before test date; late registration ~10 days later,All high school students; recommended junior year spring or senior year fall,~$60–$68 (exact fee not listed on page; check College Board site),Fee waivers available for eligible students,Digital format (adaptive). Most 10th graders take spring of junior year. CT no longer uses SAT as state accountability test (eliminated for 11th graders as of 2025–26).,https://satsuite.collegeboard.org/sat/dates-deadlines,College Board
ACT,exams,🟢 Watch List,Regular ~1 month before; late ~2 weeks before test date,High school students; recommended junior or senior year,$68 (no writing); $93 (with Writing). Add $38 late fee.,Fee waivers for eligible 11th/12th graders (free/reduced lunch),CT 10th graders typically take junior year. July 2026 test NOT offered in NY (CT students can take in CT). Includes Science section. Online and paper options available.,https://www.act.org/content/act/en/products-and-services/the-act/registration/test-dates.html,ACT.org
AP Exams (May 2026),exams,🟢 Watch List,School-dependent; typically November 2025 (fall registration) to avoid late fees. Late deadline through early March 2026 with additional fee.,Enrolled in AP course or approved self-study through school,~$98–$102 per exam; ~$40 late fee; ~$53 reduced fee for eligible students,Reduced fee for eligible students with financial need,"10th graders may take AP exams if enrolled in AP courses (e.g., AP Human Geography, AP World History, AP Computer Science Principles, AP Physics 1, AP Calculus AB). Registration handled by school; students cannot register directly with College Board.",https://apstudents.collegeboard.org/exam-dates,College Board
AP Exams (May 2027),exams,🟢 Watch List,Registration opens August–October 2026. Regular deadline October–November 2026 (school-dependent). Late deadline February–March 2027.,Enrolled in AP course or approved self-study through school,~$100–$105 per exam (estimated; 2027 fee not yet set),Reduced fee for eligible students,"For Class of 2028 (current 10th graders), junior year AP exams (May 2027) are critical for college applications. Most competitive students take 3–5 AP exams junior year.; [DEAD 404: https://apcentral.collegeboard.org/exam-administration-ordering-scheduling/exam-dates]",,College Board
CLT,exams,🟢 Watch List,Early May 2026 (estimated); Late deadline ~2 weeks later,All high school students,$50 (online),Fee waivers available for qualifying students,"Accepted by many Catholic and private colleges, plus some state schools. CLT10 version for 10th graders. Entirely online; can be taken at home with parent proctor. Optional essay available.",https://www.cltexam.com,CLT Exam
CLT10,exams,🟢 Watch List,~3–4 weeks before test date,10th graders,$50 (online),Fee waivers available,"Sections: Grammar/Writing, Reading (literary comprehension), Quantitative Reasoning (Math). Can be used for some scholarship programs. Good practice option alongside PSAT 10.",https://www.cltexam.com/clt10/,CLT Exam
SAT Subject Tests,exams,🟢 Watch List,N/A — discontinued,N/A,N/A,N/A,AP exams are the recommended replacement for demonstrating subject mastery. Some colleges accept IB scores or departmental placement exams instead. No need to plan for these.,https://collegeboard.org,College Board
Connecticut NGSS Science Assessment (10th Grade),exams,🟢 Watch List,School-determined (spring 2026),All CT 10th graders enrolled in biology/life science,Free (state-mandated),N/A,State accountability test. No score impact on college admissions. CT eliminated SAT as state accountability test as of 2025–26. 11th grade testing is transitioning to a new 'Through-Year' assessment.,https://portal.ct.gov/SDE,Connecticut State Department of Education
National Merit Scholarship Program (PSAT/NMSQT),exams,🟢 Watch List,October 2026 test; school-scheduled,11th graders (Class of 2028) taking PSAT/NMSQT in Fall 2026,Included in PSAT/NMSQT fee,"National Merit Scholarships ($2,500); corporate and college-sponsored scholarships available",Commended cutoff historically ~207–210. CT semifinalist cutoff likely ~220–222 (historically one of highest in nation). Current 10th graders should aim for Selection Index 220+ for CT. Semifinalists announced September 2027.; [DEAD: https://www.nationalmerit.org],,National Merit Scholarship Corporation / College Board
2026 USA Fencing Summer National Championships,fencing,🔴 Action This Week,2026-06-01,"USA Fencing member. Qualification via national points, RYC/RJCC placements, or divisional qualifiers. Y14 (born 2011-2013), Cadet (born 2008-2010), Junior (born 2006-2008).",TBD (typically $100-$200 registration + travel/lodging),TBD,Phoenix Convention Center. Youth events Jul 4-8; full event Jul 4-12. Major recruiting opportunity -- college coaches attend in force.; [DEAD 404: https://www.usafencing.org/national-championships],,USA Fencing
2026 USA Fencing Junior Olympic National Championships,fencing,🟢 Watch List,TBD,"USA Fencing member. Y14, Cadet, Junior age divisions. Qualification through national points or regional events.",TBD (typically $100-$200 registration + travel/lodging),TBD,"Charlotte Convention Center, Charlotte NC. February 13-16, 2026. The single most important national event for college recruiting.; repeats annually, check for 2027 dates; [DEAD 404: https://www.usafencing.org/junior-olympic-national-championships]",,USA Fencing
2026 CHSFA Connecticut High School Individual State Championship,fencing,🟢 Watch List,TBD,Enrolled at a CHSFA/CIAC member high school in Connecticut. Must fence for school team or affiliated club.,TBD (school/team registration),N/A,"Sunday, March 1, 2026. All three weapons (foil, epee, sabre). Individual competition.; repeats annually, check for 2027 dates; [DEAD: https://cthsfencing.com]",,CT High School Fencing Association (cthsfencing.com)
Tim Morehouse Fencing Club Connecticut Competitive Program (2026 Season),fencing,🟢 Watch List,TBD,"Competitive fencer, any weapon, all youth through senior levels. Club tryout or assessment likely required.","TBD (contact club; high-income program with private lessons, multiple practice slots per week)",TBD,"Connecticut locations in Stamford and Greenwich. Coached by Olympian Tim Morehouse. 2-5 practice days per week available, private lessons, bouting sessions. Travels to NACs and regional tournaments.; [DEAD 404: https://www.timmorehousefencing.com/competitive]",,Tim Morehouse Fencing Club
"Zeta Fencing Competitive Program (Westport, CT)",fencing,🟢 Watch List,TBD,Fencers ages 12+ with competitive experience. All weapons.,TBD (contact club),TBD,"Westport, CT. Summer competitive camp typically offered. 2026 camp/program details typically announced in early 2026.",https://www.zeta-fencing.com,Zeta Fencing
"Olympic Fencing Institute Competitive Program (Plainville, CT)",fencing,🟢 Watch List,TBD,Competitive fencers of all ages. All three weapons offered.,"$100 annual registration + monthly fees: 1 day/wk $125, 2 days $210, 3 days $275, unlimited $375. 20% discount for additional family members.",Family discount available,"29D Northwestern Drive, Plainville, CT 06062. Phone: (860) 793-1100. Foil, epee, and sabre programs. Private lessons and tournament preparation included.",https://www.ofencing.com/programs,Olympic Fencing Institute
"My Fencing Center Youth Competitive Program (Westport, CT)",fencing,🟢 Watch List,TBD,Youth fencers transitioning to competitive level. Foil and epee programs.,TBD (contact club),TBD,"Westport, CT. Expanded 2026 competitive track with more coaching staff and frequent tournament travel for foil and epee.; [DEAD: https://myfencingcenter.com/youth-competitive/]",,My Fencing Center
USA Fencing 2025-2026 RYC/RJCC Regional Circuit (New England),fencing,🟢 Watch List,"TBD (per event, typically 2-3 weeks before)",USA Fencing member. Y10/Y12/Y14 for RYC; Cadet/Junior for RJCC. New England section fencers.,TBD (typically $40-$80 per event registration),TBD,"Multiple tournament dates across New England (CT, MA, RI, NH). Beginning 2025-2026 season, RYC/RJCC serve primarily as national qualifiers (no individual medals/points). Check AskFred.net for specific events.; [DEAD 404: https://www.usafencing.org/events/2025-2026-regional-circuit]",,USA Fencing
USA Fencing 2025-2026 North American Cup (NAC) Series,fencing,🟢 Watch List,"TBD (per event, typically 4-6 weeks before)",USA Fencing member. Various age divisions available. No minimum rating required for youth/junior events.,TBD (typically $100-$200 per event + travel),TBD,"5 NACs per season typically (Oct, Jan, Feb, Apr, Jun). Locations rotate nationally. College coaches heavily scout these events. Check USA Fencing calendar for 2025-2026 specific dates.; [DEAD 404: https://www.usafencing.org/north-american-cup]",,USA Fencing
National Fencing Alliance Elite Summer Camp 2026,fencing,🔴 Action This Week,2026-06-01,"Competitive fencers ages 6+. Grouped by age and rating into Junior/Senior, Cadet/Y14, and Youth groups.","TBD (~$2,000-$2,500 estimated based on past years)",TBD,"Likely late July to early August at Ohio State University Columbus campus. Two sessions daily with sparring, bouting, and video analysis. Sells out (waitlist only in 2025). Major recruiting showcase with college coaches present.; [DEAD: https://www.nationalfencingalliance.com/summer-camp-2026]",,National Fencing Alliance
Penn State Fencing Camp (College Recruiting Camp),fencing,🟢 Watch List,TBD (typically opens Spring 2026),High school fencers (grades 9-12) interested in NCAA fencing recruiting.,"TBD (typically $800-$1,200 for multi-day camp)",TBD,"Run by Penn State Head Coach Myles Herndon. Held at Penn State University, State College PA. Strong for direct recruiting exposure to Penn State program.; [DEAD: https://www.pennstatefencingcamps.com]",,Penn State Fencing Camps
Epic Youth Fencing Multi-College Camp Tour,fencing,🟢 Watch List,TBD (typically opens early 2026),Competitive high school fencers targeting NCAA recruitment.,"TBD (~$1,800-$2,200 estimated)",TBD,"Multi-day camp touring multiple college campuses. Excellent for exposure to multiple NCAA fencing programs at once. 2024 tuition was $1,850. 2026 details TBD.; [DEAD: https://www.epicfencingclub.com/epic-youth-fencing-camp]",,Epic Fencing Club
College Board National Recognition Programs,general_competitions,🟢 Watch List,Applications open in early fall of each year. PSAT scores from fall junior year used.,"GPA 3.5+, top 10% PSAT/NMSQT in state OR 3+ on 2+ AP exams. Must identify as African American, Hispanic/Latino, Indigenous, Rural/Small-Town, or First-Generation.",Free,College scholarship matching and recognition on college applications. No direct monetary award.,Important recognition but may not be available for this student depending on background.; [DEAD 404: https://bigfuture.collegeboard.org/scholarships-grants-aid/national-recognition-programs],,https://blog.collegeboard.org/college-board-announces-opening-2025-26-national-recognition-programs
National High School Mock Trial Championship (NHSMTC),law_civics,🟢 Watch List,Varies by state (typically fall 2025 for 2026 season),High school students (grades 9-12); team-based through school,"Varies by state/team (est. $500-$2,000 per student for travel, materials, registration)",Limited; varies by state program,CT state competition is run by CT Bar Association. National 2026 location TBD but state competition is gateway.,https://nationalmocktrial.org,nationalmocktrial.org
Empire Mock Trial (National Invitational),law_civics,🟢 Watch List,Typically late fall 2025 for 2026 season,High school students; team registration,Varies by registration tier (est. $300-$800 per team),Limited need-based aid available,Known for competition integrity with transparent scoring. Multiple host cities including NYC.,https://www.empiremocktrial.org,empiremocktrial.org
We the People: The Citizen and the Constitution,law_civics,🟢 Watch List,State competitions typically Jan-Mar 2026; National Finals April 2026,High school students (grades 9-12); school-based team,"~$150-$200 per student registration; total trip ~$1,500-$1,800 with travel/hotel",Limited; check with Center for Civic Education,One of the most prestigious civics competitions. National finals in DC-area each spring.,https://www.civiced.org/we-the-people,civiced.org
We the Students Scholarship (Constitutional Rights Foundation),law_civics,🟢 Watch List,Typically spring 2026 (exact date TBD),High school students in the U.S. (grades 9-12),Free to enter,N/A - essay competition with cash prizes,"Prizes: 1st $1,000, 2nd $750, 3rd $500. Teachers of winners also receive prizes.; [DEAD: https://www.crf-usa.org/we-the-students]",,crf-usa.org
American Legion High School Oratorical Contest,law_civics,🟢 Watch List,Local contests Nov-Jan; State Feb-Mar; National April 2026,High school students under age 20; U.S. citizens or legal residents,Free to enter,"N/A - competition with scholarships; 1st place $25,000, 2nd $22,500, 3rd $20,000",88th annual contest for 2025-2026. Large scholarship prizes. CT has active state-level competition.,https://www.legion.org/oratorical,legion.org/oratorical
NSDA National Tournament (Congressional Debate),law_civics,🟢 Watch List,"Registration opens Jan 15; Early ends Mar 1; Regular ends Apr 26, 2026",High school students; must qualify through NSDA district competition,$395-$455 per student depending on registration period; school reg $25,NSDA offers need-based assistance,Congressional Debate is the most law-adjacent event. Large national event with thousands of participants.,https://www.speechanddebate.org,speechanddebate.org
Yale Model Congress (YMC),law_civics,🟢 Watch List,Registration typically opens fall 2025; conference Jan/Feb 2026,High school students (grades 9-12),~$300-$500 per delegate (conference fee); travel/hotel extra,Limited financial aid available,Excellent opportunity for CT-based student. Held on Yale campus in New Haven.,https://www.yalemodelcongress.org,yalemodelcongress.org
Harvard Model Congress (HMC),law_civics,🟢 Watch List,"Registration opens fall 2025; conference Feb 20-23, 2026",High school students (grades 9-12); school delegation preferred,"$325-$500 per delegate (conference fee); total ~$800-$1,200 with travel/hotel",Financial aid available for qualifying students,One of the most well-known Model Congress conferences. HMC also has separate Europe conference.,https://www.harvardmodelcongress.org,harvardmodelcongress.org
JSA Summer School (Yale & Princeton),law_civics,🟢 Watch List,Applications open Oct 2025; close Mar 2026,Current 8th-12th graders (ages 13-18),"~$3,000-$3,500 residential",Need-based scholarships available (40%+ receive aid),"Yale session is in New Haven, CT - convenient location. Princeton session covers 'Principles of American Democracy.' College-level coursework.; [DEAD: https://jsa.org/summer-school]",,jsa.org
NSLC Law & Advocacy (Georgetown & Michigan),law_civics,🟢 Watch List,Rolling admissions; typically opens fall 2025,High school students ages 14-18; completed at least one year of high school,"$4,395 (Georgetown); $4,195 (Michigan) - includes housing, meals, activities",Need-based scholarships available,"Georgetown summer 2026 sessions: Jun 12-20, Jun 24-Jul 2, Jul 8-16, Jul 20-28. Michigan: Jul 8-16, Jul 21-29.",https://nslcleaders.org/programs/law-advocacy/,nslcleaders.org
Georgetown University Summer High School (Law Courses),law_civics,🟢 Watch List,Applications typically open Dec/Jan for summer sessions,"Rising high school sophomores, juniors, seniors","~$5,195 residential per session; ~$2,895 commuter",Limited need-based aid,Multiple 2-week sessions in June/July. Law courses available within the broader pre-college program.; [DEAD 404: https://summer.georgetown.edu/high-school],,summer.georgetown.edu
UConn Pre-College Summer: Law & Society,law_civics,🟢 Watch List,Applications typically open Jan/Feb 2026,Rising high school juniors and seniors (ages 16-18); 3.0+ GPA recommended,"~$5,000-$6,000 residential (includes tuition, room, board)",Merit and need-based aid available,CT-based program. Earns UConn college credits.; [DEAD 404: https://precollege-summer.uconn.edu/programs/law-society/],,precollege-summer.uconn.edu
TFAS Law & Government Program (DC or London),law_civics,🟢 Watch List,Rolling admissions; opens Nov/Dec 2025,Current high school students (grades 9-12); 3.0+ GPA recommended,"~$4,895 (DC); ~$6,995 (London) - includes tuition, housing, meals",Need-based scholarships widely available,Credit-bearing coursework. DC sessions: early June and late June 2026. London session in July.; [DEAD 404: https://www.tfas.org/high-school-programs/],,tfas.org
Brown University Pre-College Law Courses,law_civics,🟢 Watch List,Rolling admissions; early application by Feb/Mar 2026 recommended,High school students; varies by course,"~$5,209-$5,355 residential; ~$3,257-$3,355 commuter",Need-based aid available; Brown Promise may cover full tuition for families under $125k income,Rhode Island location is close to CT. 1-4 week options.,https://precollege.brown.edu,precollege.brown.edu
Connecticut Bar Association Mock Trial Program,law_civics,🟢 Watch List,Registration opens fall 2025; competitions Jan-Mar 2026,CT high school students; school-based team (grades 9-12),Minimal team registration fee (typically under $200/team),N/A - low cost program,CT-based program. Highly recommended as stepping stone to national mock trial. Attorney volunteer coaches.,https://www.ctbar.org/for-the-public/law-related-education/mock-trial-program,ctbar.org
YMCA Youth & Government (Connecticut),law_civics,🟢 Watch List,Registration typically fall 2025,CT high school students (grades 9-12),~$200-$400 per student (varies by YMCA branch),Limited need-based scholarships through local YMCAs,Includes moot court / constitutional law component. State conference at CT State Capitol in Hartford.; [DEAD: https://www.ymcact.org/youth-government],,ymcact.org
Marshall-Brennan National Moot Court Competition,law_civics,🟢 Watch List,Typically spring 2026 (March-April); check for chapter availability,High school students at schools with Marshall-Brennan chapters,Free to participating chapters,N/A - program is free for chapter participants,DC-based national competition. Law students teach constitutional law in partner high schools throughout the year.; [DEAD 404: https://www.wcl.american.edu/impact/initiatives-programs/marshallbrennan/national-moot-court-competition/],,wcl.american.edu
Close Up Foundation - Advanced Law & Justice Program,law_civics,🟢 Watch List,Rolling; programs run throughout academic year and summer,High school students (grades 9-12),"~$3,200-$3,800 per student (includes hotel, meals, DC transport)",Need-based scholarships covering 25-50% of cost,"Well-established nonprofit (founded 1971). 800,000+ alumni.",https://www.closeup.org,closeup.org
Georgetown Supreme Court Summer Academy,law_civics,🟢 Watch List,Applications typically open Dec-Feb for summer sessions,Rising high school juniors and seniors (typically),"~$4,000-$5,000 residential (including tuition, room, meals)",Limited need-based aid,Focused specifically on Supreme Court and constitutional law. DC-based.; [DEAD 404: https://scs.georgetown.edu/academic-programs/412815/high-school-supreme-court-summer-academy/],,scs.georgetown.edu
GE-Reagan Foundation Scholarship Program,scholarships,🟢 Watch List,2027-01-15,"U.S. high school seniors nationwide. Must demonstrate leadership, drive, integrity, and citizenship. Must plan to enroll full-time at an accredited U.S. college or university.",Free,"$40,000 ($10,000 per year for 4 years, renewable)","For Class of 2028: application likely opens fall 2026 with January 2027 deadline. The program has served 575+ student leaders since 2000. Essays focus on Reagan's principles of freedom, opportunity, and individual liberty. Competitive national program comparable to Coca-Cola Scholars.",https://www.reaganfoundation.org/education/scholarships/,Ronald Reagan Presidential Foundation
Equitable Excellence Scholarship,scholarships,🟢 Watch List,2027-02-03,"High school seniors in the U.S. Must demonstrate ambition, drive, leadership, and community involvement. Plan to attend an accredited U.S. college or university. U.S. citizen or legal resident.",Free,"National: $25,000/yr renewable ($125,000 max); Regional: $5,000 one-time","For Class of 2028: application typically opens November 2026 with February 2027 deadline. Administered by Scholarship America. Regional awards ($5,000) are more attainable than national awards. Evaluate ambition and drive rather than pure academics, making it a good complement to GPA-based programs.; [DEAD 404: https://www.equitable.com/scholarships]",,Equitable / Scholarship America
Prudential Spirit of Community Awards,scholarships,🟢 Watch List,2026-11-05,Students in grades 5-12 who have engaged in volunteer service within the past 12 months. Must be nominated by a school principal or head of a participating organization.,Free,"State Honorees: $1,000 + silver medallion + DC trip; National Honorees: additional $5,000 + gold medallion","For current 10th grader: eligible to apply now. Application opens August 2026, deadline November 2026 (for the 2027 awards cycle). This is specifically about community service and volunteer work. If the student has meaningful volunteer experience, this is an excellent recognition. Requires school nomination — connect with the guidance counselor.; [DEAD: https://spirit.prudential.com/]",,Prudential Financial / NASSP
Taco Bell Foundation Live Mas Scholarship,scholarships,🟢 Watch List,2027-02-28,"Ages 16-26. U.S. legal resident. Pursuing a post-high school education (2-year, 4-year, trade school, or certificate program). No minimum GPA or test scores.",Free,"Up to $25,000 (amounts vary; some renewable)",For current 10th grader: application typically opens January 2027. This is an unconventional scholarship — the student submits a creative video or essay. Good option as a 'reach' that doesn't require academic records. Can be paired with other applications. Win rate is reasonable compared to ultra-competitive programs.,https://www.tacobellfoundation.org/live-mas-scholarship/,Taco Bell Foundation
National YoungArts Foundation Competition,scholarships,🟢 Watch List,2026-10-15,"Ages 15-18 or grades 10-12. Must submit work in one of 10 artistic categories (visual arts, photography, writing, dance, music, theater, film, voice, jazz, design). U.S. citizens or permanent residents.",Free,"Up to $10,000 (Finalists); mentorship; U.S. Presidential Scholar in the Arts nomination","For current 10th grader: eligible now (ages 15-18 or grades 10-12). Application typically opens in fall. Only relevant if the student has serious artistic talent (dance, music, creative writing, visual arts, film, etc.). National YoungArts Week winners receive additional mentorship and performance/exhibition opportunities. Presidential Scholar designation is highly prestigious.",https://youngarts.org/apply/,National YoungArts Foundation
Jackie Robinson Foundation Scholarship,scholarships,🟢 Watch List,2026-11-15,"High school seniors who are students of color. Must demonstrate leadership, community service, and academic achievement. Plan to attend an accredited 4-year college or university. U.S. citizen or permanent resident.",Free,"Up to $30,000 over four years ($7,500/year renewable) plus mentoring and internship support","For Class of 2028: application opens August 2026, deadline typically November 2026. Benefits include a comprehensive four-year program with mentoring and internships, not just money. As an Indian American student of color, the student is eligible. Financial need is a consideration but not a hard cutoff — strong leadership and academic profile can outweigh. One of the most prestigious scholarship programs for students of color.",https://www.jackierobinson.org/apply/,Jackie Robinson Foundation
Hugh O'Brian Youth Leadership (HOBY),scholarships,🟢 Watch List,TBD,Current high school sophomores (10th grade). Must be nominated by their school or can apply directly through local HOBY affiliates.,Free (sponsored by local organizations and volunteers),"Free leadership seminar (value: ~$1,500); no direct cash award",This is the RIGHT TIME for a current 10th grader. Student should connect with their school's principal or guidance counselor about HOBY nomination. Seminars are held summer after 10th grade. Excellent for building leadership credentials and networking. Strong resume builder for future scholarship applications and college admissions.; deadline may have passed,https://www.hoby.org/,Hugh O'Brian Youth Leadership Foundation
Bank of America Student Leaders Program,scholarships,🟢 Watch List,2026-11-30,High school juniors and seniors in the U.S. Must demonstrate leadership and community involvement. Must be legally authorized to work in the U.S. without sponsorship.,Free,"Paid 8-week summer internship (value ~$5,000+) + all-expenses-paid trip to Washington, D.C. leadership summit",For Class of 2028: the student would apply as a junior (fall 2026) for summer 2027 internship. Applications typically open November with a January deadline. 300 students selected nationally. Being selected is highly prestigious and a strong college application credential. Start building community service and leadership record now.,https://about.bankofamerica.com/en/making-an-impact/student-leaders,Bank of America
USA Biology Olympiad (USABO) - Open Exam,science_math,🟢 Watch List,TBD,High school students (grades 9-12) who are U.S. citizens or permanent residents,School registration $95 + $30/student for Open Exam,False,"Open Exam date: November 8, 2025. Semifinal: February 1, 2026. National Finals: late spring 2026. IBO 2026 in Lithuania. CT regional sites typically at Yale or UConn. School must register and proctor. Highly prestigious — top 20 earn invitation to National Finals training camp. Perfect match for biology-focused 10th grader.; repeats annually, check for 2027 dates; [DEAD: https://www.usabo-tr.org/]",,USABO official site & CEE
