name,category,tier,deadline,eligibility,cost,aid,notes,url,source
"2027 April NAC & Division I / Parafencing National Championships — Cincinnati, OH",fencing,🟢 Watch List,TBD,"Division I (A/B/C rated, born 2013 or earlier) and Junior (NOTE: after the Feb 2027 NAC the Junior bracket shifts to born 2008-2014).",$109/yr USA Fencing Competitive membership (2026-27) + per-event entry fee set at registration (member.usafencing.org).,None,"The Division I National Championship is the highest domestic medal in U.S. fencing (senior-level, open to any age with A/B/C rating). Junior events also run here. Division I qualification is standings/points based (check the 2026-27 Athlete Handbook and qualification guide when released — note the new unified points lists govern eligibility starting Aug 1, 2026). Feb 2027 NAC (Div I, Junior, Vet; location TBA) and Mar 2027 NAC (Y14/Y12/Y10/Div II; location TBA) fill the gap between JO and this event — cities announced 'in the coming weeks' per USA Fencing (July 2026). Registration for April events typically opens early 2027.",https://usafencing.org/2027-division-i-parafencing-national-championship-april-nac,"['https://usafencing.org/events-national', 'https://usafencing.org/news/2026/july/15/2026-27-event-combos-revealed-nine-stops-and-who-fences-at-each-one', 'https://usafencing.org/age-classification-eligibility']"
"2027 Summer Nationals & July Challenge — Salt Lake City, UT",fencing,🟢 Watch List,TBD,"All ages. Cadet & Junior brackets shift for July events: Junior = born 2008-2014, Cadet = born 2011-2014; youth brackets Y14/Y12/Y10 unchanged from the rest of the season (born 2012-2015 / 2014-2017 / 2016-2019); Division I and July Challenge require qualification.",$109/yr USA Fencing Competitive membership (2026-27) + per-event entry fee set at registration; travel/hotel (book via Fastbreak.AI official housing).,None,"Season finale July 2-11, 2027. After the June SJCC, Summer Nationals is where national championships are decided in every youth category and the July Challenge crowns Cadet/Junior/Division I fields. Youth (Y10-Y14) and Division II/III national events qualify via points/division qualifiers in spring 2027 — the CT Division typically runs its Summer Nationals qualifier in March (2026 edition: Mar 28-29 at Sword in the Scroll, Willimantic). For a rising senior (summer before 12th grade), Summer Nationals 2027 is also the highest-visibility domestic event for college recruiting; USA Fencing runs high-school recognition programs (All-American, All-Academic teams).",https://usafencing.org/2027-summer-nationals-july-challenge,"['https://usafencing.org/events-national', 'https://usafencing.org/news/2026/july/07/usa-fencing-to-bring-summer-nationals-the-world-s-largest-fencing-tournament-to-salt-lake-city-in-2027']"
"Pizza RYC/RJCC — New Haven, CT (regional youth + cadet/junior circuit)",fencing,🟡 Prep Now,2026-10-24,"Y10 (born 2016-2019), Y12 (born 2014-2017), Y14 (born 2012-2015), Cadet (born 2010-2013), Junior (born 2007-2013).",$109/yr USA Fencing Competitive membership (2026-27) + per-event regional entry fee (set by USA Fencing for managed events; typically $60-90/event).,None,"One of the few regional circuit events actually hosted in Connecticut this season, and it is close enough to be a same-day event for most of the state. Under the new points structure, Cadet/Junior fencers earn Trial points at any regional event nationwide (with a 3-week in-region priority window for RJCC/ROC registration), and RYC/RJCC results also feed youth/teen qualification paths. Standard registration closes Oct 24, 2026. Sibling events in driving range of CT: Boston Fencing Club RYC/RJCC Dec 19-20, 2026 (Norton, MA); Neil Lazar RYC/RJCC (same New Haven venue, early April — 2027 date TBD); Ultimate Cup RJCC Oct 31-Nov 1 (NJ); Cobra Challenge SYC/RCC Nov 27-29 (Secaucus, NJ); Capitol Clash SYC/RCC Jan 16-18, 2027 (Oxon Hill, MD). Full regional calendar: usafencing.org/events-regional.",https://www.askfred.net/tournaments/2392d9f9-c682-43d7-ae05-094cd852965a,"['https://www.askfred.net/tournaments/2392d9f9-c682-43d7-ae05-094cd852965a', 'https://fencingcalendar.com/', 'https://www.usafencing.org/events-regional']"
Connecticut Division (USA Fencing) local tournaments — CT,fencing,🟡 Prep Now,2026-10-16,"Varies by event: mostly Senior/Open (13+, born 2013 or earlier) with letter-rating limits (E & Under, Unrated, C & Under), plus Y12/Y14 where listed.","~$50 per event (typical; e.g., Drew Page Memorial $50, no reg fee) + USA Fencing membership (Competitive $109/yr for sanctioned events; a cheaper Access tier covers some local events only).",None,"CT local events are where juniors earn letter ratings (A-E) and local points on the new unified lists (local results count toward the best-6 Cadet/Junior totals). Concrete 2026-27 items found on AskFRED: 5th Annual Drew Page Memorial Open (SITS, Willimantic CT, Oct 24-25, 2026; registration closes Oct 16, 2026 — senior foil/epee/saber + Y12 events). Recurring CT Division events to watch on ctdivusfa.com/events (2026-27 dates TBD): CT Division Junior Olympic Qualifier (2025 edition ran Oct 25-26 at SITS; CT division members only — see JO 2027 entry for the new qualifier-spot rules), The Great Pumpkin (~late Oct), EFC Santa Slay (~Dec), Candlewood's May Melee (~May) and Nutmeg State Games (~July), and the CT Division Summer Nationals Qualifier (~Mar). These events appear on askfred.net and the CT Division site a few weeks to a few months out.",https://ctdivusfa.com/events,"['https://ctdivusfa.com/events', 'https://askfred.net/tournaments/562c40fb-67ce-4a8f-babd-4cc51f17ebb5', 'https://askfred.net/tournaments/de5472b6-45d9-4cc2-8eb7-3a3403ac7234']"
Connecticut High School Fencing Association (CHSFA) — state season & championships,fencing,🟢 Watch List,TBD,Enrolled high school students (grades 9-12) on CHSFA member school teams.,School-team based; nominal uniform/equipment costs only (club membership separate).,None,"2026 championships (for calendar reference): team event Sat Mar 7, 2026 at Morgan High School (Clinton) and individual event Sun Mar 15, 2026 at SCSU Moore Field House (New Haven). 2027 dates are not yet published — expect early-to-mid March 2027; check chsfa.org. Note the 2026-27 school year is this student's junior year, so the March 2027 state championships are the headline school event of the season. There is NO New England regional high-school championship — the New England Council of interscholastic sports does not sanction fencing (MA runs its own league/championships, and New England collegiate fencing is organized by NEIFC/NFC). USA Fencing separately honors high schoolers via its High School All-American and All-Academic (3.85+ GPA) teams — usafencing.org/highschool.",https://chsfa.org/state-championships,"['https://chsfa.org/state-championships', 'https://www.chsfa.org/', 'https://www.ctinsider.com/gametimect/article/fencing-connecticut-high-school-20204657.php']"
"Summer 2027 fencing camps — Penn State, Columbia, and NY/CT options",fencing,🟢 Watch List,TBD,Penn State: students entering grades 6-12 (competitive experience preferred). Columbia Lions: ages 13-17 aiming at national/collegiate level.,"Penn State 2026: $750 day camper (resident higher, exact 2027 pricing TBD); Columbia Lions camp and Tim Morehouse/Rockland sleep-away camps pricing TBD on their sites (typically $700-$1,600/week range).",None,"Options verified as real, ongoing programs (2027 pages TBD — bookmarked to check in late 2026/early 2027): (1) Penn State Fencing Camp, University Park PA — gopsusports.com/fencing-camps; (2) Columbia Lions Fencing Camp, NYC — perec.columbia.edu/fencingcamp (ages 13-17, recruiting/NCAA discussion with the Columbia team, national-champion program); (3) Tim Morehouse Fencing Club Sleep-Away Camp (Port Chester NY) — two-week residential with Olympians and college coaches incl. Columbia's Aufrichtig, Princeton's Ochocki, Yale's Grigoriev — timmorehousefencing.com/sleep-away-fencing-camp; (4) Rockland Fencers Club Sleep-Away Camp held at Avon Old Farms School in Avon, CT (2026: Aug 2-9; international coaching staff) — rocklandfencersclub.com/summer-camp; (5) Peter Westbrook Foundation (NYC) — elite development program ($200/season Saturday program; summer camp) historically serving underserved NYC youth — peterwestbrook.org/programregistration. Notre Dame, a fencing powerhouse, has not published a 2027 fencing camp page as of Sept 2026; its athletics camp portal is und.com/camps-home. For college recruiting, the NCAA dead period rules mean summer-before-senior-year camps and Summer Nationals (Salt Lake City, July 2-11, 2027) are key exposure windows.",https://gopsusports.com/fencing-camps,"['https://gopsusports.com/fencing-camps', 'https://perec.columbia.edu/fencingcamp', 'https://timmorehousefencing.com/sleep-away-fencing-camp', 'https://www.rocklandfencersclub.com/summer-camp', 'https://www.peterwestbrook.org/programregistration']"
National Merit Scholarship Program (Class of 2028 competition),general_competitions,🟡 Prep Now,2026-10-30,US high school juniors on track to complete a normal 4-year program; US citizens or lawful permanent residents intending to become citizens; must take the PSAT/NMSQT in the junior (3rd) year. PSAT 10 and PSAT 8/9 do NOT count.,PSAT/NMSQT fee is set by the school (typically ~$18; fee waivers available). No separate cost for the NMSC program.,"NMSC $2,500 one-time scholarships (~7,500/yr); corporate-sponsored Merit Scholarships; college-sponsored Merit Scholarships (at some universities, full-tuition for Finalists who name the school as first choice).","Key dates: PSAT/NMSQT Oct 1-30, 2026 (school-set date); score release Oct 22-Nov 12, 2026 depending on test day; ~Sept 2027 NMSC announces ~16,000 Semifinalists and ~34,000 Commended Students through high schools; Semifinalist online application (~Oct 2027) requires essay, activity list, school academic record, principal endorsement and a confirming SAT/ACT score (must reach NMSC by ~Dec 31, 2027); Finalists announced ~Feb 2028; Merit Scholar winners announced in waves Mar-Jun 2028. No essay or application at the entrant stage - the Selection Index (2 x Reading/Writing + 1 x Math) is the sole entry screen. Alternate entry exists only for documented exceptional circumstances (missed test/illness).",https://www.nationalmerit.org/,https://www.nationalmerit.org/ (program entry pages); College Board PSAT/NMSQT 2026 Student Guide (satsuite.collegeboard.org); NMSC 2026 competition announcements
Regeneron ISEF 2027 (qualify via Connecticut Science & Engineering Fair),general_competitions,🟡 Prep Now,2026-12-01,"Students in grades 9-12 (or equivalent); must qualify by winning at a Society-affiliated fair (no self-representation). CT route: CSEF is open to students residing or enrolled in Connecticut schools (plus some NY towns), grades 7-12. Research limited to ~12 months continuous and nothing older than ~18 months before ISEF. Regulated research (human subjects, vertebrates, biohazards, tissue) requires ISEF/IRB/SRC approvals BEFORE starting.",CSEF project registration fee $50 (per ctsciencefair.org); no cost at ISEF level.,"ISEF 2027 (Los Angeles): 600+ individual and team awards; category awards $6,000 (1st) to $600 (4th) in 22 categories; ~$4M+ in special awards from ~50 organizations (scholarships, internships, trips, equipment); top grand award $100,000; total awards/prizes exceeded $7M at the 2026 fair.","CSEF (ctsciencefair.org) official steps: all high school projects must be registered no later than Dec 1, 2026 (unless advancing from a school fair); independent ('non-EZ path') projects register by Dec 1 with research plan; project abstract due ~Mar 1, 2027; CSEF judging ~March 2027 (Quinnipiac/CT venue); ISEF finals May 8-14, 2027 in Los Angeles. Society for Science affiliated-fair deadlines: last affiliated fair must be held by Apr 12, 2027; Finalist Questionnaires due within 12 days of fair. Past finalists: ISEF 2026 held in Phoenix (May 2026).",https://www.societyforscience.org/isef/,https://www.societyforscience.org/isef/ and /isef/faq/; https://ctsciencefair.org/registration/project-registration; societyforscience.org ISEF affiliated-fair network dates
Regeneron Science Talent Search 2028 (senior-year cycle),general_competitions,🟢 Watch List,TBD,"Students living in and attending their last year (senior year) of secondary school in the US or territories - citizenship not required; US citizens attending school abroad also eligible. Research must be independent and individual; team research or 'split' projects are disqualified. Application includes a max 20-page original research paper, essays, recommendations, transcript, optional test scores.",No entry fee.,"$250,000 first prize; ~$1.8M in awards to the 40 Finalists (each finalist receives at least $25,000); each of the 300 Scholars receives $2,000 and the school receives $2,000. Total ~$3.1M/year.","Reference cycle (STS 2027, for the Class of 2027): application open June 1 - Nov 5, 2026 at 8pm ET; Top 300 Scholars announced ~Jan 7, 2027; Top 40 Finalists ~Jan 21, 2027; Finals Week Mar 11-17, 2027 in Washington, D.C. with public exhibition and awards ceremony (winners announced Mar 16, 2027). Alumni include 13 Nobel laureates. Applications only via the online system; recommendations and transcript must arrive by the same deadline - no exceptions. STS is a senior-year-only competition, so no entry this year - treat 2026-27 as the research-and-mentorship build year.",https://www.societyforscience.org/regeneron-sts/,https://www.societyforscience.org/regeneron-sts/; https://stsapply.societyforscience.org; https://societyforscience.org/regeneron-sts/application-requirements
Coca-Cola Scholars Program (Class of 2028),general_competitions,🟢 Watch List,2027-09-30 (expected),"Current high school/home-schooled seniors graduating during the application year (for this student: 2027-28), attending school in the 50 states, DC, Puerto Rico, or select DoD schools; US citizen, national, permanent resident, refugee, asylee, Cuban-Haitian entrant, or humanitarian parolee; minimum overall B/3.0 GPA; planning to attend an accredited US post-secondary institution. Children/grandchildren of Coca-Cola employees/officers (current or retired-beneficiary) are ineligible.",$0,"$20,000 college scholarship per Scholar; 150 Scholars per year. Foundation has awarded $90M+ to 7,200+ Scholars since 1986 (~$3.55M annually across its programs).","Four phases: Phase 1 online application (no essays/transcript/recommendations) ~Aug 3 - Sep 30; all applicants notified by end of October; ~1% (~1,200) named Semifinalists and complete Phase 2 (essays, transcript, one recommendation) due ~November; 250 Regional Finalists chosen from Semifinalists, interviewed by Coke Scholar alumni/staff late Jan-early Feb; final 150 invited to the required Coke Scholars Weekend in Atlanta in April to confirm selection. Reference cycle: the 2027 application (Class of 2027 seniors) opened Aug 3, 2026 with deadline Sept 30, 2026 at 5pm ET.",https://www.coca-colascholarsfoundation.org/apply,https://www.coca-colascholarsfoundation.org/apply
Connecticut High School Mock Trial Competition (2026-2027),law_civics,🟢 Watch List,TBD,"High school students at Connecticut schools (teams of 6-10: attorneys, witnesses, timekeeper)",$350 per team (school-funded; typically covered by school/PTA),None,"Registration opens Fall 2026 (official page: 'Registration for the 2026-2027 High School Mock Trial Competition will open in the Fall'). Dec 2026 prelim dates already published: Middletown Dec 7 & 14 (both days required), New Haven Dec 8, Danbury Dec 10, Bridgeport & New Britain Dec 11, Hartford Dec 16, Stamford & Waterbury Dec 18. Playoffs Feb 5, 2027 (Bridgeport/New Britain); semifinals Mar 5, 2027 (Middletown); championship before CT Supreme Court in Hartford (date TBD, spring 2027). Champion represents CT at National High School Mock Trial Championship (St. Louis, May 13-15, 2027). Team formation typically starts at school in Sept-Oct - contact school mock trial club/advisor now.",https://ctbar.org/members/volunteer-today/civics-education/mock-trial-competitions,ctbar.org official page + CBA news (fetched 2026-09-07)
