name,category,tier,deadline,eligibility,cost,aid,notes,url,source
PSAT/NMSQT 2026 Fall,exams,🟢 Watch List,"October 1–31, 2026 (school-administered testing window); Saturday dates: October 11 and October 18, 2026",Rising juniors (Class of 2028) typically take PSAT/NMSQT in October of 11th grade,"~$18 (typical school fee, varies by school; fee waivers available for eligible students)",Fee waivers available for low-income students through the College Board fee waiver program,Now fully digital via Bluebook app. Includes Reading/Writing and Math sections. Scores used for National Merit Scholarship Program qualification. Students must arrange with their school to take the test.; [DEAD: https://satsuite.collegeboard.org/psat-nmsqt/dates-deadlines],,collegeboard.org (scraped 2026-06-10)
SAT 2026-27,exams,🟢 Watch List,"Test dates: Aug 22 (reg Aug 7, late Aug 11), Sep 12 (reg Aug 28, late Sep 1), Oct 3 (reg Sep 18, late Sep 22), Nov 7 (reg Oct 23, late Oct 27), Dec 5 (reg Nov 20, late Nov 24), Mar 6, 2027 (reg Feb 19, late Feb 23), May 1, 2027 (reg Apr 16, late Apr 20), Jun 5, 2027 (reg May 21, late May 25)",Open to all high school students; no age or grade restrictions,"~$60 (standard registration fee for digital SAT; additional fees for late registration, test center changes, etc.)",SAT fee waivers available for eligible low-income students through College Board,Now fully digital via Bluebook app. Shorter format (~2 hours 14 mins). Registration at sat.collegeboard.org. Fee waivers provide up to two free SATs and additional benefits.,https://satsuite.collegeboard.org/sat/dates-deadlines,satsuite.collegeboard.org (scraped 2026-06-10)
ACT 2026-27,exams,🟢 Watch List,"Upcoming: June 13, 2026 (late reg May 29); July 11, 2026 (reg Jun 5, late reg Jun 24). Full 2026-27 schedule not yet published. Typically includes Sep, Oct, Dec, Feb, Apr, Jun, Jul test dates.",Open to all high school students; no age or grade restrictions,$70.00 (ACT without writing); $95.00 (ACT with writing); $100.00 (ACT with Science + Writing); Late fee $42.00; Change fee $49.00,ACT Fee Waiver Program available for eligible students based on location and household income,"Scores include reports for student, school, and up to four colleges. Optional writing add-on ($25) can be added/removed through late deadline. Registration at myact.org.",https://www.act.org/content/act/en/products-and-services/the-act/registration.html,act.org (scraped 2026-06-10)
AP Exams 2027,exams,🟢 Watch List,May 2027 (exact dates TBD — typically first two full weeks of May). School AP coordinators manage ordering deadlines in fall.,Open to students enrolled in AP courses at their school; some schools allow self-study,$98 per AP Exam (standard fee); reduced fee of $53 for students with financial need; fee waivers available,AP Exam fee reduction available ($53) for eligible students with financial need. Some states/schools offer additional subsidies.,"2027 dates not yet published by College Board (typically released in summer prior). AP Seminar/AP Research performance tasks and AP CSP Create task due April 30, 2027 (estimated). Art and Design portfolios due in early May.",https://apcentral.collegeboard.org/exam-administration-ordering-scores/exam-dates,apcentral.collegeboard.org (scraped 2026-06-10)
CLT (Classic Learning Test) 2026-27,exams,🟢 Watch List,Flexible test dates available year-round; register at app.cltexam.com. Choose preferred date during registration.,CLT: 11th & 12th grade (college entrance); CLT10: 9th & 10th grade (preparatory); CLT3-8: 3rd-8th grade (diagnostic),CLT (11th-12th grade): $112; CLT10 (9th-10th grade): $69; CLT3-8 (3rd-8th grade): $39. All fees include unlimited score shares and comprehensive Student Analytics.,Financial assistance available up to full cost of test for qualifying students. Submit application before registration deadline.,"Accepted at over 300 colleges nationwide. Tests reading, grammar/writing, and mathematics. Remotely proctored at home. Features classical authors and texts. CLT scores accepted at many partner colleges for admissions and scholarships.",https://www.cltexam.com/,cltexam.com (scraped 2026-06-10)
PSAT 10 2026,exams,🟢 Watch List,Spring 2026 (school-administered; exact dates set by individual schools within College Board window),"10th grade students (Class of 2028 would take PSAT 10 in spring of 10th grade, which would have been spring 2026)","~$18 (typical school fee, varies by school; fee waivers available)",Fee waivers available for eligible students through College Board fee waiver program,Digital test via Bluebook app. Provides practice for the SAT and PSAT/NMSQT. Same structure as PSAT/NMSQT but designed for 10th graders. Scores available 4-6 weeks after testing.; [DEAD: https://satsuite.collegeboard.org/psat-10/dates-deadlines],,satsuite.collegeboard.org (scraped 2026-06-10)
October 2026 North American Cup (NAC),fencing,🟢 Watch List,,USA Fencing members in good standing; open to all competitive fencers,TBD (typically $175-225 per event for NACs),,"Confirmed via USA Fencing news article (Jan 13, 2026). Registration details announced closer to event. Visit usafencing.org/national-events for updates.",https://www.usafencing.org/news/2026/january/13/two-more-2026-27-season-dates-announced-november-nac-in-columbus-junior-olympics-in-okc,usafencing.org
2026-27 Regional Tournament Calendar,fencing,🟢 Watch List,Varies per event,"Open to USA Fencing members. RYC for youth (Y10-Y14), SJCC for Cadet/Junior, Regional Open for all ages.",Varies per event (typically $60-120 per event for regional tournaments),,"Announced May 25, 2026. 181 tournaments across both seasons. Check usafencing.org/events-regional for the full calendar. New England Section is one of 8 USA Fencing regions.",https://www.usafencing.org/news/2026/may/25/2026-27-and-2027-28-regional-tournament-calendars,usafencing.org
USA Fencing College Connect & NCAA Recruiting Resources,fencing,🟢 Watch List,,High school fencers (grades 9-12) with USA Fencing membership,Free (included with USA Fencing membership),,College Fair held at Junior Olympics (Jan 2026 in KC; future JOs also expected to feature). Recruiting 101 sessions offered at national events. Platform keeps fencers visible to college coaches year-round.,https://collegeconnect.usafencing.org/,usafencing.org
Peter Westbrook Foundation — Olympians in Life Enrichment (OLE) Program,fencing,🟢 Watch List,,Open to youth in the New York City area. Priority to students from underserved communities and diverse backgrounds.,Free for participants,"Full scholarship — program is free for accepted participants. Includes fencing equipment, coaching, academic tutoring, and college prep.","Founded by Olympic bronze medalist Peter Westbrook. Provides comprehensive support including fencing instruction, academic tutoring, mentorship, and college preparation. Strong diversity mission.",https://www.peterwestbrook.org/programs,peterwestbrook.org
2026 Summer Nationals & July Challenge,fencing,🟢 Watch List,Typically 6-8 weeks before event (TBD for 2027),USA Fencing members. Division I requires A/B ratings or national points. Division II/III open based on rating.,TBD (typically $175-300 per event),,"2026 Summer Nationals held in July 2026. 2027 dates expected to be announced by fall 2026. Typically held in early July. Past locations include Minneapolis, Columbus, Phoenix.",https://www.usafencing.org/2026-summer-nationals-july-challange,usafencing.org
USA Fencing High School Programs,fencing,🟢 Watch List,All-American applications typically due in spring,High school fencers (grades 9-12) who are USA Fencing members,Free (USA Fencing membership required),,All-American and All-Academic programs recognize top high school fencers. Applications typically open in February. Check usafencing.org/highschool for updates.,https://www.usafencing.org/highschool,usafencing.org
Yale University Fencing - New Haven Area Programs,fencing,🟢 Watch List,,Varies by program. NCAA recruiting: high school fencers. Camps: typically youth ages 10-18.,Varies by program,,Yale is one of several NCAA fencing programs accessible to CT-based fencers. Located ~30-60 min from most CT locations. Past camps have included summer youth fencing camps.,https://yalebulldogs.com/sports/fencing,yalebulldogs.com
USA Fencing Fencing Sprouts Program,fencing,🟢 Watch List,,"Youth interested in fencing, with focus on increasing access in underserved communities",Free or low-cost (varies by location),Subsidized or free programming for participants,Part of USA Fencing's social impact and outreach initiative. Featured at 2026 Junior Olympics. Part of broader diversity and inclusion efforts.,https://www.usafencing.org/fencing-sprouts,usafencing.org
Regeneron Science Talent Search (STS) 2027,general_competitions,🟢 Watch List,2026-11-05,High school seniors in US and international; must complete original research project,0,"Awards totaling $1.8M+; top prize $250,000, other awards for Top 300 scholars and Top 40 finalists","Application opens June 1, 2026; deadline November 5, 2026. Top 300 announced Jan 7, 2027. Top 40 finalists Jan 21, 2027. Finals week March 11-17, 2027. $0 cost to enter.",https://www.societyforscience.org/regeneron-sts/,https://www.societyforscience.org/regeneron-sts/
National Merit Scholarship Program (PSAT/NMSQT),general_competitions,🟢 Watch List,October (PSAT administration date varies by school; typically mid-October of junior year),U.S. high school students who take the PSAT/NMSQT in their junior year; must be enrolled in high school and plan to enroll in college full-time,0,"National Merit $2,500 scholarships, corporate-sponsored, and college-sponsored merit scholarships. Some full-tuition awards from sponsor colleges.","PSAT/NMSQT taken in October of 11th grade (fall 2026 for rising junior). Semifinalists announced September of senior year. Finalists announced February of senior year. No fee to take PSAT/NMSQT beyond standard test fee (typically ~$18, waived for eligible students). Rising junior should take PSAT/NMSQT in October 2026.; [DEAD: https://www.nationalmerit.org/s/1758/interior.aspx?sid=1758&gid=2&pgid=424]",,https://www.nationalmerit.org/
NCWIT Award for Aspirations in Computing (AiC) - High School,general_competitions,🟢 Watch List,Typically November (check site for 2027 cycle),"9th-12th grade high school students who identify as women, genderqueer, or non-binary; US or its territories; must join free AiC Community to apply",0,"Prizes include scholarships, tech items, and networking opportunities. National winners receive $500-5,000+ in prizes. Regional/local affiliate awards also available.","Over 25,000 students awarded since 2007. Categories: National Winner, National Honorable Mention, Regional Affiliate awards. Based on computing experience, activities, leadership, persistence, and future plans. Free to join AiC Community and apply. Rising junior (11th grade) is eligible.",https://www.aspirations.org/award-programs/apply-for-an-award,https://www.aspirations.org/award-programs/apply-for-an-award
YoungArts National Arts Competition 2027,general_competitions,🟢 Watch List,Open Summer 2026; typically October deadline (check site for exact 2027 date),"US citizen, permanent resident, or legally able to receive taxable income in US; grades 10-12 or ages 15-18 on December 1 of application year",0,"Cash awards $250 to $10,000; mentorship by accomplished artists; participation in National YoungArts Week","10 disciplines: Classical Music, Dance, Design, Film, Jazz, Photography, Theater, Visual Arts, Voice, Writing. Level-based awards: Finalist (top), Honorable Mention, Merit. Winners with distinction attend National YoungArts Week in Miami. Rising junior (11th grade, 15-18) is eligible. Presidential Scholars Program uses YoungArts winners for its arts component.",https://youngarts.org/apply/,https://youngarts.org/apply/
National High School Mock Trial Championship,law_civics,🟢 Watch List,Varies by state — qualifying state competitions typically held in winter/spring before May nationals,High school students (grades 9-12),"Varies per team; teams fundraise for travel, lodging, and materials for nationals",NHSMTC Grants available for qualifying teams,Team-based competition dating back to 1984. CT state winner advances to this national championship. The competition website for 2027 will be available closer to the date.,https://nationalmocktrial.org/,https://nationalmocktrial.org/
Connecticut Mock Trial Competition,law_civics,🟢 Watch List,Varies annually — typically fall registration for spring competition season,Connecticut high school students (grades 9-12),Varies; contact CT Bar Association for current fees,Unknown; inquire with CT Bar Association,CT state-level competition feeds into the National High School Mock Trial Championship. Contact the CT Bar Association Law-Related Education department for current details on registration and dates.,https://www.ctbar.org/for-the-public/law-related-education/mock-trial,https://www.ctbar.org/for-the-public/law-related-education/mock-trial
NSDA National Speech & Debate Tournament,law_civics,🟢 Watch List,Varies by district — typically spring registration for June tournament. Check NSDA district competition schedule.,High school students (grades 9-12) who qualify through NSDA district competitions,Entry fees apply; 15% discount for schools in NSDA hotel block,Scholarships and program grants available through NSDA for qualifying members,"NSDA membership required for school and student. Offers individual and team events. Congressional debate is most directly related to law/civics, but all debate formats build legal reasoning skills.; [DEAD: https://www.speechanddebate.org/national-tournament/]",,https://www.speechanddebate.org/national-tournament/
We the People: The Citizen and the Constitution,law_civics,🟢 Watch List,Varies by state — state coordinators set local competition schedules,High school students (grades 9-12),Curriculum textbooks available for purchase; competition participation costs vary,May be available through state coordinators; some states cover competition costs,"Offers elementary (Levels 1-2), middle school (Level 2), and high school (Level 3) levels. The high school program culminates in state competitions and the National Finals in DC. Highly regarded by colleges for demonstrating civic knowledge.",https://www.civiced.org/we-the-people,https://www.civiced.org/we-the-people
National Civics Bee,law_civics,🟢 Watch List,"September 7, 2026 (applications open for 2027 competition)",Middle school students only (grades 6-8),Free,None needed (free entry),Middle school only. Does not apply to a rising 11th grader. Included for completeness and verification that it is not a high school program.,https://www.nationalcivicsbee.org/,https://www.nationalcivicsbee.org/
"Yale Young Global Scholars (YYGS) — Politics, Law & Economics (PLE)",law_civics,🟢 Watch List,"YYGS 2026 application is closed. YYGS 2027 application expected to open in September 2026. For 2026: Early Action payment due Dec 17, 2025; Regular Decision payment due March 15, 2026.","Current high school sophomores or juniors (ages 16-18 by July 19, 2026)","$7,000 USD for one 2-week residential session (covers housing, meals, curriculum materials; travel not included)",Need-based financial aid available covering up to full tuition for domestic and international students,"Highly competitive (14,000+ applications). PLE session covers law, politics, and economics. Not a competition but a selective academic enrichment program. Rising 11th grader (class of 2028) meets eligibility criteria.",https://globalscholars.yale.edu/,https://globalscholars.yale.edu/
Supreme Court Summer Institute (Street Law),law_civics,🟢 Watch List,"Closed for 2026; check for future dates (teacher program, not student)",Teachers/educators only — NOT a high school student program,Unknown (teacher professional development program),Funded in partnership with Supreme Court Historical Society,"Teachers program only. NOT applicable for high school students. Confirmed from website: 'alumni is more than 1,500 teachers strong.'",https://www.streetlaw.org/programs/supreme-court-summer-institute/,https://www.streetlaw.org/programs/supreme-court-summer-institute/
Close Up Foundation — Washington DC High School Programs,law_civics,🟢 Watch List,Varies by program date; multiple sessions offered throughout the year,High school students (grades 9-12),Tuition-based; exact cost varies by program length. Contact Close Up for current pricing.,May be available; inquire with Close Up Foundation. Some schools/districts cover costs.,Experiential civic education program in Washington DC. Not a competition — an educational program. Also offers Civic Fellowship and NextGen Roundtable programs.; [DEAD: https://www.closeup.org/high-school-programs],,https://www.closeup.org/
Yale Model United Nations (YMUN),law_civics,🟢 Watch List,Typically fall registration for January/February conference,High school students (grades 9-12),Registration fee varies by delegation size. Contact YIRA for current rates.,May be available; inquire with organizers,"Model UN conference, not a competition per se but highly regarded for law/civics interest. Students represent countries and debate in simulated UN committees. Builds public speaking, diplomacy, and legal reasoning skills.; [DEAD: https://yaleinternational.org/]",,https://yaleinternational.org/
Harvard Model United Nations (HMUN),law_civics,🟢 Watch List,Typically fall/winter registration for January/February conference,High school students (grades 9-12),Registration fee varies by delegation size,May be available; inquire with HMUN organizers,"Model UN conference. HMUN is one of the oldest and most prestigious high school Model UN conferences. Builds skills in diplomacy, public speaking, and international law.; [DEAD: https://www.harvardmodelun.org/]",,https://www.harvardmodelun.org/
Constitutional Law Essay Contests,law_civics,🟢 Watch List,Varies by specific contest — typically spring deadlines,High school students (grades 9-12),Free to enter,"Prizes may include scholarship money (e.g., American Legion Oratorical offers up to $25,000)","Multiple organizations run constitutional law essay and speech contests. Best resource: check National Constitution Center, ABA, American Legion, and state bar associations for current contests. The American Legion High School Oratorical Scholarship Program is the longest-running and offers significant scholarships.",https://www.constitutioncenter.org/education,https://www.constitutioncenter.org/education
Science Olympiad 2027 National Tournament,science_math,🟢 Watch List,,Students in grades 6-12; team-based competition through school membership,,Scholarships available including $50K Founders' Scholarships,"2027 national tournament dates, location, and registration details not yet announced. 2026 national tournament was at USC on May 13, 2026. CT participants must qualify through state tournament (typically spring). Team registration through school. No income restrictions.",https://www.soinc.org/,"https://www.soinc.org/node/3782, https://www.soinc.org/play/tournaments"
Regeneron International Science and Engineering Fair (ISEF) 2027,science_math,🟢 Watch List,,High school students grades 9-12 who win at an ISEF-affiliated science fair,,"Over $7 million in awards, prizes, and scholarships","2027 dates not yet announced. 2026 ISEF was May 9-15 in Phoenix, AZ. 2027 will likely be similar timeframe (early-mid May). Location TBD. No income restrictions. CT affiliate fair is the Connecticut Science & Engineering Fair (CSEF).",https://www.societyforscience.org/isef/,"https://www.societyforscience.org/isef/, https://www.societyforscience.org/isef/faq/"
Connecticut Science & Engineering Fair (CSEF) 2027,science_math,🟢 Watch List,,Connecticut students in grades 6-12,,,"2027 dates not yet posted. Based on 2026 schedule: registration likely opens August 2026, school registration closes October 2026, fair in March 2027. Virtual preliminary judging, in-person finals at Quinnipiac University. CT's path to Regeneron ISEF. No income restrictions.",https://ctsciencefair.org/,https://ctsciencefair.org/important-dates/
AMC 10/12 2026-27,science_math,🟢 Watch List,2026-10-01,AMC 10: grades 10 and below; AMC 12: grades 12 and below,,,"2026-27 dates confirmed: AMC 10A/12A Nov 5, 2026; AMC 10B/12B Nov 13, 2026; AMC 8 Jan 21-27, 2027. Registration handled by schools, not directly by students. Check with school math department for registration. No income restrictions. Typical fee ~$10-15 per student depending on registration timing.",https://maa.org/student-programs/amc,https://maa.org/student-programs/amc
Thermo Fisher Scientific Junior Innovators Challenge 2026-27,science_math,🟢 Watch List,,Middle school students in grades 6-8 (or equivalent),,"Over $100,000 in awards including $25,000 top prize",2027 dates not yet announced. Previously known as Broadcom MASTERS (renamed in 2024). For middle school students only (grades 6-8). Rising 11th grader is not eligible for this competition. Included for awareness of the competition landscape. No income restrictions.; [DEAD: https://www.societyforscience.org/thermo-fisher-junior-innovators-challenge/],,https://www.societyforscience.org/thermo-fisher-junior-innovators-challenge/
Research Science Institute (RSI),summer_programs,🟢 Watch List,Typically early January (exact 2027 date TBD; 2026 deadline passed),"High school juniors (rising seniors at program start). Must be 16 by July 1 of program year. U.S. citizens, permanent residents, and international students from select countries.","Free (cost-free, including room, board, tuition, and supplies)",Fully funded — no cost to participants,RSI 2026 applications are closed. Typically runs late June through early August at MIT. Students must apply in junior year (between 11th grade summer).,https://www.cee.org/programs/research-science-institute,"https://www.cee.org/programs/research-science-institute, https://www.cee.org/programs/apply-rsi"
Summer Science Program (SSP),summer_programs,🟢 Watch List,Typically February/March (exact 2027 TBD; applications open winter for each cohort),"Current high school juniors only (not sophomores, freshmen, or seniors). Must be at least 15 and not yet 19 during program. Completed relevant coursework (no test scores required for 2026).","Program fee $11,800 (2026), all-inclusive. Free to apply.","Financial aid covers up to 100% of demonstrated need. Families under ~$100K income likely qualify for free attendance + travel aid. Over $3M in fee discounts granted in 2025. $3,000 lost-wages stipends available.","Founded 1959. 2026 host campuses: Albion College, Chadron State College, Colby College, College of Wooster, Georgia College & State, Hendrix College, Indiana University, Knox College, Lehigh University, Linfield University, Purdue University, University of Guelph, University of Wisconsin-River Falls.",https://ssp.org/getting-started/,"https://ssp.org/getting-started/, https://ssp.org/fees-financial-aid/, https://ssp.org/host-campuses/"
NIH High School Summer Internship Program (HS-SIP),summer_programs,🟢 Watch List,Typically February (exact 2027 TBD; NIH.gov site blocked during verification),Ages 16+. U.S. citizens or permanent residents. Must be at least 16 at start of program.,Free (participants receive stipend),Paid internship — students receive stipend,"NIH HS-SIP is a paid summer research internship. Typically 8 weeks during summer. Positions are at NIH campuses in Bethesda, MD and elsewhere. Highly competitive. Note: website blocked by Cloudflare security during verification attempt.",https://www.training.nih.gov/programs/hs-sip,https://www.training.nih.gov/programs/hs-sip (site blocked during verification; details from prior knowledge)
Simons Summer Research Program at Stony Brook,summer_programs,🟢 Watch List,Typically February (2026 apps closed; exact 2027 TBD),"Academically talented, motivated high school students (typically rising seniors). Must have strong academic record.",Free (estimated; not verified on site),Not specified; program is research-focused,"2026 program dates: June 29 - August 7, 2026. 2026 applications are closed. Simons Fellows work with distinguished faculty mentors. For students interested in science, math, or engineering research.",https://www.stonybrook.edu/simons/,https://www.stonybrook.edu/simons/ (main page); application page returned server error
Clark Scholar Program at Texas Tech,summer_programs,🟢 Watch List,Typically early February (exact 2027 TBD),High school juniors and seniors. Strong academic record. U.S. citizens or permanent residents.,"Free (includes room, board, meals, and $750 stipend)","Fully funded. Students receive a $750 stipend. Room, board, and meals included.",The official Texas Tech pages for the Clark Scholar Program all returned 404 errors during verification (June 2026). The site appears to have been restructured. Program historically provides free 7-week summer research with $750 stipend. Verify current URL and details directly.; [DEAD: https://www.depts.ttu.edu/honors/Undergraduate-Research/Summer-Research-Programs/Clark-Scholar-Program.php],,Known program parameters; TTU website returned 404 for all attempted Clark URLs during verification
Garcia Research Scholars Program (Polymer Research),summer_programs,🟢 Watch List,Typically early February (2026 program begins June 24; exact 2027 deadline TBD),High school students. Specific grade/age requirements not verified (eligibility page returned 404).,Not specified on page,Not specified on page,2026 Summer Program begins June 24th. Affiliated with the Garcia Center for Polymers at Engineered Interfaces at Stony Brook University. Students can potentially submit research to the Materials Research Society (MRS) Fall Meeting.,https://www.stonybrook.edu/garcia/summer-program/,https://www.stonybrook.edu/garcia/summer-program/ (main page); eligibility subpage was 404
Cornell University Precollege Studies (Law/Pre-Law Courses),summer_programs,🟢 Watch List,Typically rolling (check website for 2027 dates),High school juniors and seniors (entering junior or senior year). International students eligible.,Not specified per course; varies by program type,Financial assistance available,"Cornell Precollege offers various summer and winter courses. Law-related coursework available through regular undergraduate courses. Students earn real college credit and Cornell transcript. Residential, commuter, and online options.",https://precollege.cornell.edu/,https://precollege.cornell.edu/
UConn Pre-College Summer Programs,summer_programs,🟢 Watch List,Check website for 2027 dates,High school students (details not fully verified — site had cookie wall),Not specified (varies by program),Not specified,"UConn Pre-College Summer offers academic programs for high school students. Location: Storrs, CT. CT-based option for local students.; [DEAD: https://precollege.uconn.edu/]",,https://precollege.uconn.edu/ (limited verification due to cookie wall)
Yale Summer Session (Pre-College Courses),summer_programs,🟢 Watch List,Check website for 2027 dates (YSS 2026 applications are open),"Pre-college students (rising juniors, seniors, and gap year). International students welcome.",Varies by program and course; tuition and fees listed on website,Financial assistance available for eligible students,"Based at Yale University in New Haven, CT. Pre-college students take actual Yale College courses alongside college students. Multiple session options. CT-based summer program opportunity.",https://summer.yale.edu/,https://summer.yale.edu/
Harvard Pre-College Summer Program,summer_programs,🟢 Watch List,"Check website for 2027 dates (2026: registration open, sessions Jun-Jul)","Academically motivated high school students (rising juniors and seniors typically). Completion of application with transcript, counselor report, and essay.","$6,100 + $75 application fee (2026 pricing)",Need-based financial aid available,"2026 sessions: Jun 21-Jul 2, Jul 5-17, Jul 19-31. Non-credit program. Also check Harvard's Secondary School Program (4-week and 7-week for-credit options). Prestigious Ivy League summer experience.",https://www.summer.harvard.edu/high-school-programs/pre-college-program/,https://www.summer.harvard.edu/high-school-programs/pre-college-program/
Stanford Summer Session,summer_programs,🟢 Watch List,Check website for 2027 dates,"High school students, gap year students, undergraduates, graduates",Varies by program type and number of units,Tuition grants available; apply through the Stanford Summer Session application,"2026 Summer Session: June 20 - August 16, 2026. Offers residential and commuter options. Interest areas: Natural Sciences, Computer Science & Engineering, Math & Data Science, Creativity & Design, Innovation & Entrepreneurship, Humanities & Social Sciences.",https://summer.stanford.edu/,https://summer.stanford.edu/
Columbia University Pre-College Programs,summer_programs,🟢 Watch List,Check website for 2027 dates (Fall 2026 applications are open; Summer 2026 still accepting applications),"High school students (specific grade requirements vary by program). On-campus, online, and commuter options available.",Varies by program; listed on website (cost page not fully extracted),Not specified on main page,Located in New York City. Wide range of subject areas. Summer 2026 still accepting applications as of June 2026.,https://precollege.sps.columbia.edu/,https://precollege.sps.columbia.edu/
Scholastic Art & Writing Awards,writing_humanities,🟢 Watch List,"Varies by region, typically December-January for most regions. CT Writing Region (University of Connecticut) and CT Art Region (CT Art Education Association). Opens for entries in fall 2026 for 2027 awards.",Grades 7-12 (ages 13 and up),"$10 per individual entry, $30 per portfolio. Fee waiver available.","Scholarships up to $12,500 for National Medalists (Gold Medal, Silver Medal, American Voices & Visions nominations)","11 writing categories including: Critical Essay, Dramatic Script, Flash Fiction, Humor, Journalism, Personal Essay & Memoir, Poetry, Science Fiction & Fantasy, Short Story, Novel Writing, and the Writing Portfolio (Graduating Seniors only). Submission period typically Sept-Dec. Gold Medalists get $12,500 scholarships.",https://www.artandwriting.org/awards/,https://www.artandwriting.org/awards/
National History Day,writing_humanities,🟢 Watch List,"Varies by affiliate. CT contests typically held in March-April. National Contest held annually in June at University of Maryland, College Park. 2027 National Contest: June 13-17, 2027 (estimated).",Grades 6-12,Free to participate at school level. Modest registration fees for regional/state contests (varies by affiliate). No cost for national contest.,Cash prizes at national level. Scholarships from sponsors. No need-based restriction.,"Category options include Historical Paper (individual only), Exhibit (individual or group), Documentary (individual or group), Performance (individual or group), Website (individual or group). Theme changes annually. 2027 theme has not yet been announced (typically announced in spring for following year). Can be a strong humanities EC.",https://nhd.org/en/contest/,https://nhd.org/en/contest/
