name,category,tier,deadline,eligibility,cost,aid,notes,url,source
Quintin Johnstone Statewide High School Essay Contest (CT Bar Foundation),ct_local,🟢 Watch List,2027-02-20,"All Connecticut students under age 21 enrolled in grades 9-12 (or equivalent) at an accredited CT high school, vocational-technical school, or adult high school credit diploma program",Free,None (prize money awarded to winners),"Essay submission online; awards ceremony at the Connecticut Supreme Court, Hartford; excellent low-cost law interest credential.",https://www.ctbarfdn.org/fellows/programs/essay-contest/essaycontest.html,ctbarfdn.org
Connecticut YMCA Youth & Government (YAG),ct_local,🟢 Watch List,Rolling,"Connecticut students in grades 9-12; join through a participating YMCA delegation (e.g., Hartford-area YMCAs, Central Connecticut Coast YMCA, New Britain, Greenwich) or a school-based delegation",$100-$150 program fee (varies by YMCA branch) plus state conference fees,Financial assistance available through local YMCAs,"Local YMCA delegations across CT (East Hartford, Glastonbury, Wilson-Gray, Greenwich, New Haven, Berlin/New Britain high schools, Milford); perfect for law/government interest.",https://ymcayag.org/ct,ymcayag.org
Mystic Aquarium Blue Crew Teen Volunteer Program,ct_local,🟢 Watch List,2027-05-10,Teens ages 15-18 (positions for this program run June-August),Free (volunteer position),None needed (volunteers may receive staff benefits such as program discounts),"On-site at Mystic Aquarium, Mystic, CT; free training provided; competitive - apply early in the April 1 - May 10 window.",https://www.mysticaquarium.org/footer/volunteer/,mysticaquarium.org
PSAT/NMSQT — Fall 2026 (National Merit qualifying test),exams,🟡 Prep Now,2026-09-30,U.S. high school juniors (11th grade) are the primary test-takers; 10th graders may take it for practice but only 11th-grade scores qualify for National Merit,"~$18 (school-administered; actual student fee set by school, typically $18–30)",Fee waivers available for eligible low-income students; some schools/districts cover the cost,"Digital test via College Board Bluebook app. Testing window Oct 1–30, 2026; Saturday administration Oct 17, 2026 (school choice). Score release ~2–3 weeks after test. National Merit Semifinalists announced September 2027 (senior year). Also qualifies students for National Hispanic Recognition Program and other recognition programs.",https://satsuite.collegeboard.org/psat-nmsqt/test-dates,satsuite.collegeboard.org
"SAT — October 3, 2026 Test Date",exams,🔴 Action This Week,2026-09-18,Open to all high school students; no grade or age restriction,$68 (late registration +$38; change fee $34),"Fee waivers available for income-eligible juniors/seniors (2 free tests, free score sends) — not applicable for this family","Digital, adaptive SAT (Reading & Writing + Math, 2 hr 14 min) taken on a laptop via Bluebook. Registration at mysat.collegeboard.org. Sunday administration Oct 18, 2026 follows the Saturday date.",https://satsuite.collegeboard.org/sat/dates-deadlines,satsuite.collegeboard.org
"ACT — October 17, 2026 Test Date",exams,🔴 Action This Week,2026-09-11,Open to all high school students; no grade or age restriction,$68 without writing; $93 with writing (+$4 science add-on; late fee ~$40),Fee waivers for low-income 11th/12th graders via school counselor (covers registration + 4 score sends) — not applicable for this family,"Composite now based on English, Math, Reading; Science and Writing optional. Register via MyACT (my.act.org). Scores 2–4 weeks after test. December 12, 2026 is the next date (deadline Nov 6, late Nov 29).",https://www.act.org/content/act/en/products-and-services/the-act/registration/test-dates.html,act.org
"AP Exams — May 2027 Administration (May 3–14, 2027)",exams,🟡 Prep Now,2026-11-13,Students enrolled in AP courses at their school; registration and payment handled by the school AP coordinator (students cannot order directly),$99 per exam (U.S.); $40 late-order fee; $40 unused/canceled fee,$37 College Board fee reduction for eligible students (net ~$53) — not applicable for this family,"Exam dates by subject: Week 1 (May 3–7): Human Geography, Physics C, Biology, U.S. Gov, European History, Micro, English Literature, Physics 1, Chemistry, World History, U.S. History, Macroeconomics, etc. Week 2 (May 10–14): Calculus AB/BC, Statistics, Precalculus, English Language, Comp Sci A, Environmental Science, Psychology, etc. AP Digital Portfolio deadlines: CSP/Seminar/Research Apr 30, 2027; Art & Design May 7, 2027.",https://apstudents.collegeboard.org/exam-dates,apstudents.collegeboard.org
CLT — 2026-27 Test Dates (Classic Learning Test),exams,🟡 Prep Now,2026-10-08,"Geared toward 11th and 12th graders; open to any student. Accepted by 300+ CLT partner colleges and 5 state university systems (AR, FL, GA, IN, NC), plus U.S. Military Service Academies from 2027",$112 (remotely proctored; CLT10 for 10th graders is $69),Financial assistance up to full cost for qualifying students (apply at least 2 weeks before registration deadline) — not applicable for this family,"Sections: Verbal Reasoning, Grammar/Writing, Quantitative Reasoning (score 0–120). Free unlimited score sharing. Results within 3 weeks (remote) or 1 week (in-school). Practice tests free at cltexam.com.",https://cltexam.com/tests/clt,cltexam.com
2026 October North American Cup (NAC),fencing,🔴 Action This Week,2026-09-02,"USA Fencing members; Division I, Cadet (under 17), Y14, Cadet Team categories",USA Fencing membership (~$100/yr) + per-event entry fees (~$50-120),None (GRACE need-based fee waivers exist but not applicable),"Oct 9-12, 2026, Orange County Convention Center, Orlando FL. Regular fee deadline Sep 2, 2026 (2 days away as of Aug 31); late entry allowed until night before at higher fee. Withdrawal deadline Sep 16. Register via member.usafencing.org.",https://usafencing.org/2026-october-nac,usafencing.org
2026 November North American Cup (NAC),fencing,🟡 Prep Now,2026-09-23,"USA Fencing members; Division I, Junior (under 20), Cadet (under 17)",USA Fencing membership (~$100/yr) + per-event entry fees (~$50-120),None,"Nov 20-23, 2026, Greater Columbus Convention Center, Columbus OH. Regular fee deadline Sep 23, 2026; late entry until night before event. Withdrawal deadline Oct 21.",https://usafencing.org/2026-november-north-american-cup,usafencing.org
2026 December Super Junior & Cadet Circuit (SJCC),fencing,🟡 Prep Now,2026-10-07,USA Fencing members; Junior (under 20) and Cadet (under 17) only,USA Fencing membership (~$100/yr) + per-event entry fees (~$50-120),None,"Dec 4-6, 2026, Baird Center, Milwaukee WI. Regular fee deadline Oct 7, 2026; withdrawal deadline Nov 4. Points earned here feed Junior Olympics qualification.",https://usafencing.org/2026-december-sjcc,usafencing.org
2027 Junior Olympics & Para NAC,fencing,🟢 Watch List,2026-11-11,"USA Fencing members who qualify (national points or divisional qualifiers); Junior (U20), Cadet (U17), Junior Team",USA Fencing membership (~$100/yr) + per-event entry fees (~$50-120) + travel,None,"Jan 8-11, 2027, Oklahoma City Convention Center, OK. Registration opens Sep 30, 2026; regular fee deadline Nov 11, 2026; qualification deadline Dec 9, 2026. Note: JOs moved to January this season (previously February).",https://usafencing.org/2027-junior-olympics-january-nac,usafencing.org
2027 February NAC,fencing,🟢 Watch List,TBA,"USA Fencing members; Division I, Junior (under 20), Vet categories",USA Fencing membership (~$100/yr) + per-event entry fees (~$50-120),None,"Feb 12-15, 2027; location TBA per USA Fencing (hotel booking link coming soon). Age-out for junior/cadet occurs after the February NAC each season, so this is the last junior-eligible national event before the birth-year chart rolls.",https://usafencing.org/2027-february-nac,usafencing.org
2027 March NAC,fencing,🟢 Watch List,TBA,"USA Fencing members; Y14, Y12, Y10, Division II",USA Fencing membership (~$100/yr) + per-event entry fees (~$50-120),None,"Mar 5-8, 2027; location TBA. No Cadet or Junior events at this NAC - plan around it if targeting Division II points.",https://usafencing.org/2027-march-nac,usafencing.org
2027 April NAC & Division I National Championship,fencing,🟢 Watch List,TBA,"USA Fencing members; Division I (qualification-based), Junior (under 20), Division I Team",USA Fencing membership (~$100/yr) + per-event entry fees (~$50-120),None,"Apr 16-19, 2027, First Financial Center, Cincinnati OH. Registration deadlines TBA (typically open ~2 months prior).",https://usafencing.org/2027-division-i-parafencing-national-championship-april-nac,usafencing.org
2027 May SJCC (Super Junior & Cadet Circuit),fencing,🟢 Watch List,TBA,USA Fencing members; Junior (under 20) and Cadet (under 17),USA Fencing membership (~$100/yr) + per-event entry fees (~$50-120),None,"Dates and location TBA for May 2027 (2026 May SJCC was held in Reno, NV; June 2026 SJCC in Las Vegas). Watch usafencing.org/events-national for updates.",https://usafencing.org/2027-may-sjcc,usafencing.org
2027 Summer Nationals & July Challenge,fencing,🟢 Watch List,TBA,USA Fencing members; qualification required for most events (national points or divisional qualification); Y10 through Vet + Div I/II/III,USA Fencing membership (~$100/yr) + per-event entry fees (~$50-120) + travel/overnight,None,"Jul 2-11, 2027, Salt Palace Convention Center, Salt Lake City UT. Registration/qualification deadlines TBD. Book hotels via USA Fencing's Fastbreak housing portal early - city fills up.",https://usafencing.org/2027-summer-nationals-july-challenge,usafencing.org
Pizza RYC/RJCC (New Haven Regional Circuit),fencing,🟡 Prep Now,2026-10-24,"USA Fencing members; RYC (Y10-Y14) and RJCC (Cadet U17, Junior U20) age groups",USA Fencing membership + event fees (USA Fencing-managed event),None,"Nov 14-15, 2026, Floyd Little Athletic Center, 480 Sherman Parkway, New Haven CT (same venue as CT high school state championships). Standard registration closes Oct 24, 2026. Also watch for the Neil Lazar RYC/RJCC (New Haven, typically April) - 2027 dates TBA.",https://askfred.net/tournaments/2392d9f9-c682-43d7-ae05-094cd852965a,askfred.net
Connecticut High School Fencing Association (CHSFA) State Championships,fencing,🟢 Watch List,TBA,Students at CHSFA member Connecticut high schools (or approved independent fencers with appeal/registration),"Entry fee per fencer (school/CHSFA), typically modest (~$20-40)",None,"2026 edition: team championships Sat Mar 7 at Morgan High School (Clinton); individual championships Sun Mar 15 at SCSU Moore Field House. 2027 dates typically early-mid March; per 2025-26 rules, forms/fees due ~Feb 13, intent-to-compete by Dec 30. Confirm 2027 dates with school coach.",https://chsfa.org/state-championships,chsfa.org
Boston Fencing Club Competitive Camps & Clinics,fencing,🟢 Watch List,Rolling,Competitive program for fencers ages 13+; youth clinics for younger fencers,Varies by clinic (competitive camps roughly $300-600/week range; check club page),None,"Boston MA (about 2 hours from CT). 2026 season examples: Youth Competitive clinic Aug 17-21, Competitive Pre-Season clinic Aug 24-28, Winter clinic Dec 27-30 2026, Pre-Nationals camp Jun 25-28 2027. 2027 summer clinic dates TBA; register via bostonfencingclub.org (Mindbody).",https://bostonfencingclub.org/campsandclinics,bostonfencingclub.org
National Merit Scholarship Program (PSAT/NMSQT),general_competitions,🟡 Prep Now,2026-10-30,U.S. high school juniors who take the PSAT/NMSQT in the fall of junior year (no later than third year of grades 9-12),"~$18-30 PSAT/NMSQT fee (school-dependent; fee waivers available, not needed here)","National Merit $2,500 scholarships; corporate- and college-sponsored scholarships (many colleges add large merit awards for Finalists)","Selection Index = (2 x Reading/Writing score + Math score)/10, max 228. Timeline: scores release ~Dec 2026; ~50,000 recognized Sept 2027 (senior fall); ~16,000 Semifinalists announced Sept 2027; Finalist applications due ~Oct 2027; winners announced spring 2028. No application fee; entry is via the test.",https://www.nationalmerit.org/s/1758/interior.aspx?gid=2&no_cookie=1&pgid=424&sid=1758,nationalmerit.org
Davidson Fellows Scholarship,general_competitions,🟢 Watch List,TBA,"U.S. citizens or permanent residents residing in the U.S. (or stationed overseas on active U.S. military duty), age 18 or younger as of the application deadline; teams of up to 2 allowed (must email program first)",Free,"$100,000, $50,000, or $25,000 scholarships (awarded annually; multiple Fellows each year)","Categories: Science (incl. biology), Technology, Engineering, Mathematics, Literature, Music, Philosophy, and Outside the Box. Two-part application via Submittable (initial eligibility portion, then full materials incl. category requirements + nominators). All applicants notified on or before July 15. Submissions screened for plagiarism and AI-generated text. Applicants/parents must commit to attending the DC awards reception.",https://davidsongifted.org/gifted-programs/fellows-scholarship,davidsongifted.org
Junior Science and Humanities Symposium (JSHS),general_competitions,🟢 Watch List,TBA,"High school students in grades 9-12 enrolled in public, private, or home schools in the U.S., Puerto Rico, and DoD schools; must compete in their assigned regional symposium (Connecticut has its own region)",Free (no cost to register for or participate in regional events),"Regional: ~$4,500 in tuition scholarships per region; National: up to $12,000 in undergraduate scholarships per oral category plus poster awards and travel for national finalists","Categories at nationals: Biomedical Sciences, Chemistry, Engineering & Technology, Environmental Science, Life Sciences, Math & Computer Sciences, Medicine & Health/Behavioral Sciences, Physical Sciences. Requires 250-word abstract and research paper; Statement of Outside Assistance form required. Oral presentations are ~12 minutes with judging panel. Regional dates vary - check the Connecticut region page (jshs.org/state/ct) in fall 2026.",https://www.jshs.org,jshs.org
Regeneron International Science and Engineering Fair (ISEF),general_competitions,🟢 Watch List,2027-04-12,Students in grades 9-12 (or equivalent) who have not reached age 20 on or before May 1 preceding ISEF; must qualify by winning at an affiliated fair (research limited to 12 months of continuous work),Free to enter; finalist registration paid by the affiliated fair (student covers travel if not subsidized),"Nearly $9M in awards: $100,000 George D. Yancopoulos Innovator Award, two $75,000 Regeneron Young Scientist Awards, plus category awards, scholarships, and internships","ISEF 2027: May 8-14, 2027, Los Angeles Convention Center. Finalist questionnaires due 12 days after fair results; abstract rewrite deadline April 16, 2027. More than 365 affiliated fairs worldwide. Gordon E. Moore Award ($50,000) also offered. Strong synergy with the same research project used for STS, JSHS, and Davidson Fellows.",https://www.societyforscience.org/isef,societyforscience.org
National Science Bowl (NSB),general_competitions,🟢 Watch List,2026-11-23,Teams of 4-5 students (4 compete at a time) plus a teacher coach; all members must attend the same high school (grades 9-12) and be born within the published age window,Free (no registration fee; teams cover travel to regionals/nationals),"National champion team wins a trip to DOE's National Renewable Energy Laboratory; top teams receive trophies/medals and all-expenses-paid trips to nationals (recognition-driven, not cash)","Registration is done by the coach (teacher) via the regional coordinator - students cannot register themselves; schools may enter up to 3 teams if the regional allows. Regionals are assigned by geography. Questions cover biology, chemistry, Earth and space science, energy, mathematics, and physics at college-freshman level (AP-level study helps). 35+ year history; 350,000+ students have participated.",https://science.osti.gov/wdts/nsb,science.osti.gov
Yale Invitational High School Tournament (Debate),law_civics,🟡 Prep Now,2026-09-25,High school students grades 9-12 (middle school conditional); JV/Varsity divisions in PF and LD,"Varies (per-event entry fee, see invitation)",None,"Hosted by the Yale Debate Association; registration via Tabroom, normally coordinated through the school debate team; entry caps and fees detailed in the official invitation; TOC bids in PF/LD/Congress and all 8 speech events.",https://www.tabroom.com/index/tourn/index.mhtml?tourn_id=38436,tabroom.com
National High School Mock Trial Championship,law_civics,🟢 Watch List,TBA,State/territory champion teams only (win the CT state championship to qualify),Varies (~$500 team registration; state fees apply),None,"2027 host: St. Louis, MO, May 13-15 (teams arrive ~May 11); administered by state bar associations (e.g., BAMSL in Missouri).",https://www.nationalmocktrial.org/,nationalmocktrial.org
Empire Mock Trial (20th Season),law_civics,🟢 Watch List,2027-04-01,"High school teams, grades 9-12 (school application with team/coach information)","$2,500 per team of up to 14 attendees","Need-based scholarships (full fee + hotel) and Local Scholarships for host-city teams exist, but are need/geography-based - not relevant to this profile","Fall 2026 applications closed June 10, 2026 - next entries are the online Spring Leagues (registration closes Apr 1, 2027) or Fall 2027 (applications due ~June 2027); four guaranteed trials, no elimination; original case each season.",https://empiremocktrial.org/2026-season,empiremocktrial.org
International Mock Trial (IMT),law_civics,🟢 Watch List,TBA,Students in grades 8-12,Free,None needed (free to enter),Competitions run virtually over a weekend (Fri-Sun); registration details and deadlines posted on the site ahead of each tournament.,https://internationalmocktrial.com,internationalmocktrial.com
NSDA National Speech & Debate Tournament 2027,law_civics,🟢 Watch List,TBA,High school students (grades 9-12) at NSDA member schools who qualify through NSDA district tournaments or the Last-Chance Qualifier,$140 solo event / $280 partner event (2026 entry pricing),None,"2026 nationals were in Richmond, VA (June 14-19); 2027 moves to Phoenix, AZ, June 13-18; registration typically opens mid-March and closes in early June; also offers Congressional Debate (simulated legislature).",https://www.speechanddebate.org/national-tournament/,speechanddebate.org
We the People: The Citizen and the Constitution - National Finals,law_civics,🟢 Watch List,TBA,High school classes/teams participating through state programs (grades 9-12),Varies by state (curriculum and team registration; run through schools),None,"2026 National Finals were April 16-20 in Leesburg, VA/Capitol Hill; National Finals entry via state championship or wildcard; a virtual National Invitational is also open to high school teams.",https://www.civiced.org/we-the-people,civiced.org
Yale Model Congress (YMC) 2026,law_civics,🟢 Watch List,Rolling,"High school students, grades 9-12",Varies (delegate registration fee),None,"Registration opens September 1, 2026; committee placement in October; includes Yale Day campus tours and events; delegates may register as part of a school delegation or independently.",https://yalemc.org/,yalemc.org
Harvard Model Congress Boston (HMC),law_civics,🟢 Watch List,Rolling,"High school students, grades 9-12",Varies (~$300+ delegate fee),Fee waivers/scholarships offered (see site's scholarships & financial aid page),"HMC Boston 2027 dates TBA (2026: Feb 19-22); registration opens in spring/summer 2026 with deadlines through winter; sister conferences: HMC San Francisco (Jan 15-17, 2027) and HMC Europe (Berlin, Mar 13-15, 2027).",https://harvardmodelcongress.org/boston,harvardmodelcongress.org
Coolidge Debate Series & Coolidge Cup 2027,law_civics,🟢 Watch List,2026-12-03,Students in grades 6-12 residing in a U.S. state or territory; HS Novice and Open/Varsity divisions,Free,None (all series tournaments are free),"Also in the series: Fall Online Open Sept 19, 2026 (reg closes Sept 10) and Presidents' Cup in Washington, DC, Nov 2026 (2v2 format; top teams get paid travel to the Cup); Coolidge Cup 2027: July 1-5 (competition July 2-4).",https://coolidgefoundation.org/debate/coolidge-cup,coolidgefoundation.org
American Legion High School Oratorical Contest,law_civics,🟢 Watch List,Rolling,"U.S. citizens or lawful permanent residents, grades 9-12, under age 20 on the national contest date",Free,"N/A (prize scholarships at local, state, and national levels)","No national online application - students enter through their local American Legion post; 2027 national contest at Hillsdale College, MI, May 14-16, 2027.",https://www.legion.org/oratorical,legion.org
U.S. Senate Youth Program (USSYP) 2026-27,law_civics,🟡 Prep Now,2026-10-21,"High school juniors and seniors who hold qualifying elected/appointed leadership positions (student government officer, class officer, NHS officer, etc.) for the full 2026-27 school year","Free (all transportation, hotel, and meals provided by the Hearst Foundations)","N/A (award includes the $10,000 scholarship)",Not a competition but a highly competitive merit selection; 104 delegates nationally; contact the principal/school counselor and the CT SDE social studies office (paul.castiglione@ct.gov) to apply.,https://ussenateyouth.org/,ussenateyouth.org
National Merit Scholarship Program,scholarships,🟡 Prep Now,2026-10-17,U.S. high school juniors who take the PSAT/NMSQT in fall of junior year; must be U.S. citizens or lawful permanent residents on track to graduate and enroll full-time in college,Free,"$2,500 (National Merit); $1,000-$10,000/yr corporate-sponsored; college-sponsored varies","PSAT/NMSQT testing window Oct 1-30, 2026 (primary Saturday date Oct 17, 2026); schools register students, fee roughly $18-$30 with waivers. Semifinalists announced Sept 2027; Finalist application (essay, activities, principal endorsement, confirming SAT/ACT) due senior year. No income or need requirements.; [DEAD: https://www.nationalmerit.org/]",,nationalmerit.org
Coolidge Scholarship,scholarships,🟢 Watch List,2026-12-16,"Current high school juniors who are U.S. citizens or permanent residents, planning to enroll full-time at an accredited U.S. college or university in fall 2027",Free,"Full ride (tuition, room, board, expenses) - worth $130,000+ over 4 years","Application opens Sept 1, 2026; requires transcript, two letters of recommendation, and three essays. Prior cycles closed mid-December (Dec 16, 2025) - confirm the exact 2026-27 date on the official site. Non-partisan and need-blind; any intended major allowed.",https://coolidgescholars.org/,coolidgescholars.org
Cameron Impact Scholarship,scholarships,🟢 Watch List,2027-05-01,"U.S. citizen in the high school Class of 2028 (applies during junior year); minimum 3.7 unweighted GPA; strong extracurricular involvement, leadership, and community service",Free,"Full tuition, fees, and books for 4 years (value varies by college)","Requires two letters of recommendation (at least one from school-affiliated personnel), unofficial transcript, and essay responses. ~100 finalists get in-person interviews in fall 2027; recipients announced December 2027. Merit-based only.",https://bryancameroneducationfoundation.org/scholarship,bryancameroneducationfoundation.org
JFK Profile in Courage Essay Contest,scholarships,🟢 Watch List,2027-01-12,"U.S. high school students in grades 9-12 (public, private, parochial, or home school), plus U.S. citizens under 20 in GED/correspondence programs or attending school overseas",Free,"$10,000 (1st); $3,000 (2nd); $1,000 (3 finalists); honorable mentions recognized","Opens Sept 1, 2026 and closes Jan 12, 2027 at 11:59pm EST. Requires a nominating teacher; essays are screened for AI assistance and must avoid JFK/RFK/Edward Kennedy as subjects. First-place winner is invited (travel paid) to the Profile in Courage Award ceremony in Boston.",https://jfklibrary.org/learn/education/profile-in-courage-essay-contest,jfklibrary.org
Connecticut Bar Foundation Quintin Johnstone High School Essay Contest,scholarships,🟢 Watch List,2027-02-20,"Connecticut students under age 21 enrolled in grades 9-12 at an accredited Connecticut high school, vocational-technical school, or equivalent (homeschoolers included)",Free,"$2,000 (2 winners); $1,000 (runner-up)","2025-26 cycle deadline was Feb 20, 2026; expect ~Feb 20, 2027 (confirm on site). School counselors may submit up to three entries per semester; entries require a student/parent release form and no identifying info in the essay.",https://ctbarfdn.org/fellows/programs/student-programs/essaycontest/essaycontest.html,ctbarfdn.org
Milton Fisher Scholarship for Innovation and Creativity,scholarships,🟢 Watch List,2028-05-15,"High school seniors or first-time college freshmen who are Connecticut or NYC-metro residents (or plan to attend college in CT/NYC); must have solved an artistic, scientific, or technical problem in a new or unusual way",Free,"$1,000-$5,000/year, renewable for 4 years (up to $20,000 total; 5-8 awards annually)","2026 cycle deadline was May 15 (extended to May 22). Application includes essays, two recommendations, and evidence of the problem-solving project. Award amount tiers by financial need, but selection is purely merit/creativity-based.",https://mfscholarship.org/scholarship.html,mfscholarship.org
BigFuture Scholarships (College Board),scholarships,🟢 Watch List,2027-11-30,"U.S. high school students in grades 9-12 with a free College Board account; Class of 2028 must complete planning steps by Nov 30, 2027 (steps can start in 10th grade)",Free,"$40,000 (2 per month) and $500 (multiple per month) via monthly drawings","Drawings occur on the first day of every month; completing any step (career interest, scholarship list, college list) enters you. Official Class of 2028 deadline to complete steps: Nov 30, 2027. Totally free via satsuite/College Board account.",https://bigfuture.collegeboard.org/pay-for-college/bigfuture-scholarships,bigfuture.collegeboard.org
South Asian Diaspora Essay and Art Contest on Civil and Human Rights,scholarships,🟢 Watch List,TBA,"High school (grades 9-12) or undergraduate students who are part of the South Asian diaspora (roots in India, Pakistan, Bangladesh, Sri Lanka, Nepal, Bhutan, etc.) and live outside South Asia; students of all religious backgrounds welcome",Free,"$1,000 (multiple awards)","Verify the sponsor and 2027 dates on the application page before applying (organizer may vary by year). Students under 18 need guardian permission; winners in some editions are also published (Polis Project, Skipping Stones Magazine).",https://stthom.academicworks.com/opportunities/6728,stthom.academicworks.com
USA Biology Olympiad (USABO) 2027,science_math,🟢 Watch List,2026-11-15,US high school students in grades 9-12; US citizens or permanent residents to advance past the Open Exam,Free for students (school pays $125 registration fee covering all students),None,"Registration opened Aug 7, 2026. School registration/fee ($125) due Oct 23, 2026; final student registration deadline Nov 15, 2026 at usabo-trc.org. Open Exam ~Feb 3, 2027 (50 min, 50 MC questions); top ~10% advance to Semifinal in March; top 20 to National Finals ~April; top 4 to IBO training camp. Home-schooled students can participate via a local host school.",https://www.cee.org/registration-open-2027-usa-biolympiad,cee.org
Science Olympiad 2026-27 Season (Division C),science_math,🟢 Watch List,TBA,"High school students grades 9-12 (Division C); join a school team through the state Science Olympiad chapter (max 15 members/team, max 7 seniors)",Varies by state (~$75+ per team national fee plus state/regional fees),None,"2027 rules released free as PDFs Sept 8, 2026. Registration opens Sept 2026 through state chapters (deadlines vary by state; CT typically fall 2026). Invitationals run Oct 2026-Mar 2027 (e.g., MIT SO Jan 23, 2027). State tournaments ~Feb-Apr 2027; 2027 National Tournament May 14-15, 2027 at Ohio State University, Columbus, OH (2028: Georgia Tech).",https://www.soinc.org/,soinc.org
Connecticut Envirothon 2027,science_math,🟢 Watch List,TBA,High school students in grades 9-12; teams of up to 5 members plus 2 alternates with a teacher/advisor,$75 per team (mail check to CT Envirothon),None,"Registration deadline varies by year — complete the Google Form at ctenvirothon.org/register and mail the $75 fee (deadline typically late winter/spring). 2026 Field Day was May 21; expect a similar May 2027 date. Winning team represents CT at the NCF-Envirothon (summer, out of state).",https://ctenvirothon.org/register,ctenvirothon.org
